"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","6102499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102499","4","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102499","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","65","1","Author index"
"This page or pages intentionally left blank.","","EPHEMERA","6102433","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102433","1","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102433","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","66","1","[Blank page]"
"This page or pages intentionally left blank.","","EPHEMERA","6102484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102484","304","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102484","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","67","304","[Blank page]"
"This page or pages intentionally left blank.","","EPHEMERA","6102494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102494","322","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102494","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","68","322","[Blank page]"
"The following topics are dealt with: social networks; tree data structures; data visualization; and visual-computational analysis.","","EPHEMERA","6102424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102424","ii","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102424","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","69","ii","[Copyright notice]"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","6102430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102430","xi","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102430","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","70","xi","Paper reviewers"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","6102434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102434","2","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102434","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","71","1","Papers"
"This page or pages intentionally left blank.","","EPHEMERA","6102436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102436","12","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102436","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","72","12","[Blank page]"
"This page or pages intentionally left blank.","","EPHEMERA","6102444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102444","80","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102444","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","73","80","[Blank page]"
"Start of the above-titled section of the conference proceedings record.","","EPHEMERA","6102483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102483","300","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102483","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","74","299","Challenge"
"This page or pages intentionally left blank.","","EPHEMERA","6102452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102452","150","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102452","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","75","150","[Blank page]"
"Conference proceedings title page.","","EPHEMERA","6102487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102487","i","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102487","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","76","i","[Title page]"
"The Times graphics department has won many national and international awards, including the National Design Award for communication design. Learn how graphics editors report, design and edit data visualizations, integrate interactivity with story telling, and explain the news. How do basic ideas from journalism - including the importance of editing - influence the graphics the Times makes?","","EPHEMERA","6102432","New York Times, USA","https://ieeexplore.ieee.org/author/38236790500","1","Amanda Cox","38236790500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2011","Providence, RI, USA","Conferences","10.1109/VAST.2011.6102432","xiii","","","","","","","","","","","","","","","","","","6102423","978-1-4673-0015-5","Print ISBN","New-2005","978-1-4673-0015-5","Electronic ISBN","New-2005","978-1-4673-0014-8","11EX5936","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6102432","23-28 Oct. 2011","6093899","2011 IEEE Conference on Visual Analytics Science and Technology (VAST)","2011","IEEE","77","xiii","How editing and design changes news graphics"
