"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"This paper introduces a method for converting an image or volume sampled on a regular grid into a space-efficient irregular point hierarchy. The conversion process retains the original frequency characteristics of the dataset by matching the spatial distribution of sample points with the required frequency. To achieve good blending, the spherical points commonly used in volume rendering are generalized to ellipsoidal point primitives. A family of multiresolution, oriented Gabor wavelets provide the frequency-space analysis of the dataset. The outcome of this frequency analysis is the reduced set of points, in which the sampling rate is decreased in originally oversampled areas. During rendering, the traversal of the hierarchy can be controlled by any suitable error metric or quality criteria. The local level of refinement is also sensitive to the transfer function. Areas with density ranges mapped to high transfer function variability are rendered at higher point resolution than others. Our decomposition is flexible and can be used for iso-surface rendering, alpha compositing and X-ray rendering of volumes. We demonstrate our hierarchy with an interactive splatting volume renderer, in which the traversal of the point hierarchy for rendering is modulated by a user-specified frame rate.","https://ieeexplore.ieee.org/document/1250403/","LOCKED","1250403","Center for Visual Comput., Comput. Sci., Stony Brook Univ., USA","https://ieeexplore.ieee.org/author/37738942000","1","T. Welsh","37738942000","Center for Visual Comput., Comput. Sci., Stony Brook Univ., USA","https://ieeexplore.ieee.org/author/37273119700","2","K. Mueller","37273119700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250403","432","https://ieeexplore.ieee.org/document/1250403/","Frequency","Rendering (computer graphics)","Image sampling","Transfer functions","Root mean square","Discrete wavelet transforms","Computer science","Engines","Computer errors","USA Councils","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250403","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","73","425","A frequency-sensitive point hierarchy for images and volumes"
"In this paper we present a generic method for incremental mesh adaptation based on hierarchy of semi-regular meshes. Our method supports any refinement rule mapping vertices onto vertices such as 1-to-4 split or /spl radic/3-subdivision. Resulting adaptive mesh has subdivision connectivity and hence good aspect ratio of triangles. Hierarchic representation of the mesh allows incremental local refinement and simplification operations exploiting frame-to-frame coherence. We also present an out-of-core storage layout scheme designed for semi-regular meshes of arbitrary subdivision connectivity. It provides high cache coherency in the data retrieval and relies on the interleaved storage of resolution levels and maintaining good geometrical proximity within each level. The efficiency of the proposed method is demonstrated with applications in physically-based cloth simulation, real-time terrain visualization and procedural modeling.","https://ieeexplore.ieee.org/document/1250367/","LOCKED","1250367","Moscow Inst. of Phys. & Technol., Russia","https://ieeexplore.ieee.org/author/38198208400","1","V. Volkov","38198208400","","https://ieeexplore.ieee.org/author/38200968100","2","Ling Li","38200968100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250367","162","https://ieeexplore.ieee.org/document/1250367/","Information retrieval","Application software","Computational modeling","Data visualization","Spatial resolution","Large-scale systems","Physics","Cache storage","Chromium","Computer graphics","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250367","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","74","155","Real-time refinement and simplification of adaptive triangular meshes"
"Unstructured meshes are often used in simulations and imaging applications. They provide advanced flexibility in modeling abilities but are more difficult to manipulate and analyze than regular data. This work provides a novel approach for the analysis of unstructured meshes using feature-space clustering and feature-detection. Analyzing and revealing underlying structures in data involve operators on both spatial and functional domains. Slicing concentrates more on the spatial domain, while iso-surfacing or volume rendering concentrate more on the functional domain. Nevertheless, many times it is the combination of the two domains which provides real insight on the structure of the data. In this work, a combined feature-space is defined on top of unstructured meshes in order to search for structure in the data. A point in feature-space includes the spatial coordinates of the point in the mesh domain and all chosen attributes defined on the mesh. A distance measures between points in feature-space is defined enabling the utilization of clustering using the mean shift procedure (previously used for images) on unstructured meshes. Feature space analysis is shown to be useful for feature-extraction, for data exploration and partitioning.","https://ieeexplore.ieee.org/document/1250371/","LOCKED","1250371","The Interdisciplinary Center, Herzliya, Israel","https://ieeexplore.ieee.org/author/37266753700","1","A. Shamir","37266753700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250371","192","https://ieeexplore.ieee.org/document/1250371/","Solid modeling","Image segmentation","Data visualization","Data analysis","Chromium","Computer graphics","Computational geometry","Surface fitting","Image processing","Computer vision","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250371","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","75","185","Feature-space analysis of unstructured meshes"
"We present an innovative modeling and rendering primitive, called the O-buffer, for sample-based graphics, such as images, volumes and points. The 2D or 3D O-buffer is in essence a conventional image or a volume, respectively, except that samples are not restricted to a regular grid. A sample position in the O-buffer is recorded as an offset to the nearest grid point of a regular base grid (hence the name O-buffer). The offset is typically quantized for compact representation and efficient rendering. The O-buffer emancipates pixels and voxels from the regular grids and can greatly improve the modeling power of images and volumes. It is a semi-regular structure which lends itself to efficient construction and rendering. Image quality can be improved by storing more spatial information with samples and by avoiding multiple resamplings and delaying reconstruction to the final rendering stage. Using O-buffers, more accurate multi-resolution representations can be developed for images and volumes. It can also be exploited to represent and render unstructured primitives, such as points, particles, curvilinear or irregular volumes. The O-buffer is therefore a uniform representation for a variety of graphics primitives and supports mixing them in the same scene. We demonstrate the effectiveness of the O-buffer with hierarchical O-buffers, layered depth O-buffers, and hybrid volume rendering with O-buffers.","https://ieeexplore.ieee.org/document/1250405/","LOCKED","1250405","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37272637300","1","Huamin Qu","37272637300","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37268052800","2","A. Kaufman","37268052800","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/37284278600","3","Ran Shao","37284278600","Dept. of Comput. Sci., Stony Brook Univ., NY, USA","https://ieeexplore.ieee.org/author/38200498200","4","A. Kumar","38200498200","","","","","","","","","","","","","","","","","","","","","","3","2","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250405","448","https://ieeexplore.ieee.org/document/1250405/","Rendering (computer graphics)","Solid modeling","Computer graphics","Layout","Buffer storage","Image sampling","Image resolution","Clouds","Radio access networks","Computer science","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250405","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","76","441","A framework for sample-based rendering with O-buffers"
"Segmentation of structures from measured volume data, such as anatomy in medical imaging, is a challenging data-dependent task. In this paper, we present a segmentation method that leverages the parallel processing capabilities of modern programmable graphics hardware in order to run significantly faster than previous methods. In addition, collocating the algorithm computation with the visualization on the graphics hardware circumvents the need to transfer data across the system bus, allowing for faster visualization and interaction. This algorithm is unique in that it utilizes sophisticated graphics hardware functionality (i.e., floating point precision, render to texture, computational masking, and fragment programs) to enable fast segmentation and interactive visualization.","https://ieeexplore.ieee.org/document/1250369/","LOCKED","1250369","Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37282594600","1","A. Sherbondy","37282594600","Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37563167000","2","M. Houston","37563167000","Stanford Univ., CA, USA","https://ieeexplore.ieee.org/author/37328954600","3","S. Napel","37328954600","","","","","","","","","","","","","","","","","","","","","","","","","","","33","10","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250369","176","https://ieeexplore.ieee.org/document/1250369/","Graphics","Hardware","Data visualization","Image segmentation","Volume measurement","Anatomy","Biomedical imaging","Parallel processing","System buses","Rendering (computer graphics)","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250369","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","77","171","Fast volume segmentation with simultaneous visualization using programmable graphics hardware"
"In this paper, we present a space efficient algorithm for speeding up isosurface extraction. Even though there exist algorithms that can achieve optimal search performance to identify isosurface cells, they prove impractical for large datasets due to a high storage overhead. With the dual goals of achieving fast isosurface extraction and simultaneously reducing the space requirement, we introduce an algorithm based on transform coding to compress the interval information of the cells in a dataset. Compression is achieved by first transforming the cell intervals (minima, maxima) into a form which allows more efficient compaction. It is followed by a dataset optimized non-uniform quantization stage. The compressed data is stored in a data structure that allows fast searches in the compression domain, thus eliminating the need to retrieve the original representation of the intervals at run-time. The space requirement of our search data structure is the mandatory cost of storing every cell ID once, plus an overhead for quantization information. The overhead is typically in the order of a few hundredths of the dataset size.","https://ieeexplore.ieee.org/document/1250373/","LOCKED","1250373","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/38481208600","1","U.D. Bordoloi","38481208600","Dept. of Comput. & Inf. Sci., Ohio State Univ., USA","https://ieeexplore.ieee.org/author/37279493500","2","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250373","208","https://ieeexplore.ieee.org/document/1250373/","Isosurfaces","Data mining","Data structures","Visualization","Transform coding","Quantization","Runtime","Information science","Compaction","Information retrieval","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250373","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","78","201","Space efficient fast isosurface extraction for large datasets"
"In this paper we propose a new method for the creation of normal maps for recovering the detail on simplified meshes and a set of objective techniques to metrically evaluate the quality of different recovering techniques. The proposed techniques, that automatically produces a normal-map texture for a simple 3D model that ""imitates"" the high frequency detail originally present in a second, much higher resolution one, is based on the computation of per-texel visibility and self-occlusion information. This information is used to define a point-to-point correspondence between simplified and hires meshes. Moreover, we introduce a number of criteria for measuring the quality (visual or otherwise) of a given mapping method, and provide efficient algorithms to implement them. Lastly, we apply them to rate different mapping methods, including the widely used ones and the new one proposed here.","https://ieeexplore.ieee.org/document/1250407/","LOCKED","1250407","ISTI, CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37591264000","1","M. Tarini","37591264000","ISTI, CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37265783400","2","P. Cignoni","37265783400","ISTI, CNR, Pisa, Italy","https://ieeexplore.ieee.org/author/37270887900","3","R. Scopigno","37270887900","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250407","464","https://ieeexplore.ieee.org/document/1250407/","Graphics","Surface texture","Rendering (computer graphics)","Hardware","Data visualization","Frequency","Chromium","Shadow mapping","Geometry","Acceleration","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250407","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","79","457","Visibility based methods and assessment for detail-recovery"
"While there are a couple of transfer function design approaches for CT and MRI (magnetic resonance imaging) data, direct volume rendering of ultrasound data still relies on manual adjustment of an inflexible piecewise linear opacity transfer function (OTF) on a trial-and-error basis. The main challenge of automatically designing an OTF for visualization of sonographic data is the low signal-to-noise ratio in combination with real time data acquisition at frame rates up to 25 volumes per second. In this paper, we present an efficient solution of this task. Our approach is based on the evaluation of tube cores, i.e., collections of voxels gathered by traversing the volume in rendering directions. We use information about the probable position of an interface between tissues of different echogenicity to adaptively design an OTF in a multiplicative way. We show the appropriateness of our approach by examples, deliberately on data sets of moderate quality arising frequently in clinical settings.","https://ieeexplore.ieee.org/document/1250411/","LOCKED","1250411","Adv. Comput. Vision GmbH, ACV, Vienna, Austria","https://ieeexplore.ieee.org/author/37326165100","1","D. Honigmann","37326165100","Adv. Comput. Vision GmbH, ACV, Vienna, Austria","https://ieeexplore.ieee.org/author/38198925300","2","J. Ruisz","38198925300","Adv. Comput. Vision GmbH, ACV, Vienna, Austria","https://ieeexplore.ieee.org/author/38197646400","3","C. Haider","38197646400","","","","","","","","","","","","","","","","","","","","","","","","","","","7","5","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250411","496","https://ieeexplore.ieee.org/document/1250411/","Transfer functions","Ultrasonic imaging","Magnetic resonance imaging","Couplings","Computed tomography","Piecewise linear techniques","Signal design","Data visualization","Signal to noise ratio","Data acquisition","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250411","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","80","489","Adaptive design of a global opacity transfer function for direct volume rendering of ultrasound data"
"In this paper, we propose a novel out-of-core isosurface extraction technique for large time-varying fields over irregular grids. We employ our meta-cell technique to explore the spatial coherence of the data, and our time tree algorithm to consider the temporal coherence as well. Our one-time preprocessing phase first partitions the dataset into meta-cells that cluster spatially neighboring cells together and are stored in disk. We then build a time tree to index the meta-cells for fast isosurface extraction. The time tree takes advantage of the temporal coherence among the scalar values at different time steps, and uses BBIO trees as secondary structures, which are stored in disk and support I/O-optimal interval searches. The time tree algorithm employs a novel meta-interval collapsing scheme and the buffer technique, to take care of the temporal coherence in an I/O-efficient way. We further make the time tree cache-oblivious, so that searching on it automatically performs optimal number of block transfers between any two consecutive levels of memory hierarchy (such as between cache and main memory and between main memory and disk) simultaneously. At run-time, we perform optimal cache-oblivious searches in the time tree, together with I/O-optimal searches in the BBIO trees, to read the active meta-cells from disk and generate the queried isosurface efficiently. The experiments demonstrate the effectiveness of our new technique. In particular, compared with the query-optimal main-memory algorithm by Cignoni et al. (1997) (extended for time-varying fields) when there is not enough main memory, our technique can speed up the isosurface queries from more than 18 hours to less than 4 minutes.","https://ieeexplore.ieee.org/document/1250375/","LOCKED","1250375","Dept. of Comput. & Inf. Sci., Polytech. Univ., Brooklyn, NY, USA","https://ieeexplore.ieee.org/author/37288235400","1","Yi-Jen Chiang","37288235400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250375","224","https://ieeexplore.ieee.org/document/1250375/","Isosurfaces","Data mining","Data visualization","Computer graphics","Grid computing","Information science","Spatial coherence","Clustering algorithms","Partitioning algorithms","Runtime","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250375","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","81","217","Out-of-core isosurface extraction of time-varying fields over irregular grids"
"Presents an index of the articles published in the conference.","","EPHEMERA","1250431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250431","634","","","","","","","","","","","","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250431","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","82","623","IEEE Visualization Cumulative Index"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","1250433","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250433","643","","","","","","","","","","","","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250433","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","83","643","Author index"
"The author index contains an entry for each author and coauthor included in the proceedings record.","","EPHEMERA","1250432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19-24 Oct. 2003","Seattle, WA, USA","Conferences","10.1109/VISUAL.2003.1250432","642","","","","","","","","","","","","27978","0-7803-8120-3","Print ISBN","Historical","0-7803-8120-3","03CH37496","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1250432","19-24 Oct. 2003","8844","IEEE Visualization, 2003. VIS 2003.","2003","IEEE","84","635","Cumulative Author Index"
