title,author,year,ee
conf/ieeevast/ValdiviaDPSN15,Wavelet-based visualization of time-varying data on graphs.,Paola Valdivia::Fabio Dias 0001::Fabiano Petronetto::Cláudio T. Silva::Luis Gustavo Nonato,2015,https://doi.org/10.1109/VAST.2015.7347624::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347624
conf/ieeevast/SchwendimanML07a,VAST 2007 Contest Data Analysis Using NdCore and REGGAE.,Lynn Schwendiman::Jonathan McLean::Jonathan Larson,2007,https://doi.org/10.1109/VAST.2007.4389038::https://doi.ieeecomputersociety.org/10.1109/VAST.2007.4389038
conf/ieeevast/ZiemkiewiczCYSRC11,How locus of control influences compatibility with visualization style.,Caroline Ziemkiewicz::R. Jordan Crouser::Ashley Rye Yauilla::Sara L. Su::William Ribarsky::Remco Chang,2011,https://doi.org/10.1109/VAST.2011.6102445
conf/ieeevast/LandstorferHSDW14,Weaving a carpet from log entries: A network security visualization built with co-creation.,Johannes Landstorfer::Ivo Herrmann::Jan-Erik Stange::Marian Dörk::Reto Wettach,2014,https://doi.org/10.1109/VAST.2014.7042483::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042483
conf/ieeevast/NorthSUW15,Collaborative visual analysis with RCloud.,Stephen C. North::Carlos Eduardo Scheidegger::Simon Urbanek::Gordon Woodhull,2015,https://doi.org/10.1109/VAST.2015.7347627::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347627
conf/ieeevast/ShiWLTLZ10,Understanding text corpora with multiple facets.,Lei Shi 0002::Furu Wei::Shixia Liu::Li Tan::Xiaoxiao Lian::Michelle X. Zhou,2010,https://doi.org/10.1109/VAST.2010.5652931::https://orkg.org/orkg/resource/R6712
conf/ieeevast/Muller-BirnB09,Combining iterative analytical reasoning and software development using the visualization language Processing.,Claudia Müller-Birn::Lukas Birn,2009,https://doi.org/10.1109/VAST.2009.5334463
conf/ieeevast/TarkkanenMH09,Interactive poster: Interactive multiobjective optimization - a new application area for visual analytics.,Suvi Tarkkanen::Kaisa Miettinen::Jussi Hakanen,2009,https://doi.org/10.1109/VAST.2009.5333081::https://www.wikidata.org/entity/Q109314893
conf/ieeevast/MaciejewskiTJZNECOGG07,LAHVA: Linked Animal-Human Health Visual Analytics.,Ross Maciejewski::Benjamin Tyner::Yun Jang::Cheng Zheng::Rimma V. Nehme::David S. Ebert::William S. Cleveland::Mourad Ouzzani::Shaun J. Grannis::Lawrence T. Glickman,2007,https://doi.org/10.1109/VAST.2007.4388993::https://doi.ieeecomputersociety.org/10.1109/VAST.2007.4388993::https://www.wikidata.org/entity/Q56904061
conf/ieeevast/LiuLKM10,NetClinic: Interactive visualization to enhance automated fault diagnosis in enterprise networks.,Zhicheng Liu 0001::Bongshin Lee::Srikanth Kandula::Ratul Mahajan,2010,https://doi.org/10.1109/VAST.2010.5652910
conf/ieeevast/NiuLWCZ20,iConViz: Interactive Visual Exploration of the Default Contagion Risk of Networked-Guarantee Loans.,Zhibin Niu::Runlin Li::Junqi Wu::Dawei Cheng::Jiawan Zhang,2020,https://doi.org/10.1109/VAST50239.2020.00013
conf/ieeevast/PanJLRMMT07,VAST 2007 Contest TexPlorer.,Chi-Chun Pan::Anuj R. Jaiswal::Junyan Luo::Anthony C. Robinson::Prasenjit Mitra::Alan M. MacEachren::Ian Turton,2007,https://doi.org/10.1109/VAST.2007.4389037::https://doi.ieeecomputersociety.org/10.1109/VAST.2007.4389037
conf/ieeevast/GreenF12,Using translational science in visual analytics.,Tera Marie Green::Brian D. Fisher,2012,https://doi.org/10.1109/VAST.2012.6400543::https://doi.ieeecomputersociety.org/10.1109/VAST.2012.6400543
conf/ieeevast/RenD14,A sketch+fisheye interface for visual analytics of large time-series.,Lei Ren 0001::Yi Du,2014,https://doi.org/10.1109/VAST.2014.7042522::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042522
conf/ieeevast/RoseBCGW09,Describing story evolution from dynamic information streams.,Stuart J. Rose::Scott Butner::Wendy Cowley::Michelle L. Gregory::Julia Walker,2009,https://doi.org/10.1109/VAST.2009.5333437
conf/ieeevast/ChoiLGW07,Situation Awareness Tool for Global Argus.,Jae Choi::Sang-joon Lee::Sarah Gigitashvilli::James M. Wilson V,2007,https://doi.org/10.1109/VAST.2007.4389023::https://doi.ieeecomputersociety.org/10.1109/VAST.2007.4389023
conf/ieeevast/ZhouSCWM15,Safety-oriented visual analytics of people movement.,Jianlong Zhou::Jinjun Sun::Fang Chen 0001::Xiuying Wang::Xianglin Miao,2015,https://doi.org/10.1109/VAST.2015.7347670::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347670
conf/ieeevast/CardSPHB06,Time Tree: Exploring Time Changing Hierarchies.,Stuart K. Card::Bongwon Suh::Bryan A. Pendleton::Bryan Heer::John W. Bodnar,2006,https://doi.org/10.1109/VAST.2006.261450::https://doi.ieeecomputersociety.org/10.1109/VAST.2006.261450
conf/ieeevast/HofmannCKHLST15,On the move at DinoFun world.,Heike Hofmann::Dianne Cook::Andee Kaplan::Eric Hare::Vianey Leos-Barajas::Carson Sievert::Samantha Tyner,2015,https://doi.org/10.1109/VAST.2015.7347659::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347659::https://www.wikidata.org/entity/Q57392166
conf/ieeevast/LeeCGSKLPS10,GeneTracer: Gene sequence analysis of disease mutations VAST 2010 mini challenge 3 award: Excellent process explanation.,Hanseung Lee::Jaegul Choo::Carsten Görg::Jaeeun Shim::Jaeyeon Kihm::Zhicheng Liu 0001::Haesun Park::John T. Stasko,2010,https://doi.org/10.1109/VAST.2010.5651434
conf/ieeevast/AuvilLSS07,VAST to Knowledge: Combining tools for exploration and mining.,Loretta Auvil::Xavier Llorà::Duane Searsmith::Kelly Searsmith,2007,https://doi.org/10.1109/VAST.2007.4389015::https://doi.ieeecomputersociety.org/10.1109/VAST.2007.4389015
conf/ieeevast/AndrienkoAF14,Analysis of mobility behaviors in geographic and semantic spaces.,Natalia V. Andrienko::Gennady L. Andrienko::Georg Fuchs,2014,https://doi.org/10.1109/VAST.2014.7042556::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042556::https://www.wikidata.org/entity/Q58203820
conf/ieeevast/KehrerBFP12,A generic model for the integration of interactive visualization and statistical computing using R.,Johannes Kehrer::Roland N. Boubela::Peter Filzmoser::Harald Piringer,2012,https://doi.org/10.1109/VAST.2012.6400537::https://doi.ieeecomputersociety.org/10.1109/VAST.2012.6400537
conf/ieeevast/Weaver08,Multidimensional visual analysis using cross-filtered views.,Chris E. Weaver,2008,https://doi.org/10.1109/VAST.2008.4677370
conf/ieeevast/PellegrinoPRSLWMCTM08,Grand challenge award: Data integration visualization and collaboration in the VAST 2008 Challenge.,Donald A. Pellegrino::Chi-Chun Pan::Anthony C. Robinson::Michael Stryker::Junyan Luo::Chris E. Weaver::Prasenjit Mitra::Chaomei Chen::Ian Turton::Alan M. MacEachren,2008,https://doi.org/10.1109/VAST.2008.4677384
conf/ieeevast/BonnetKR14,Interactive visualization for optimal placement of public-access AEDs.,Bryan Bonnet::Keith Kraus::Jose Emmanuel Ramirez-Marquez,2014,https://doi.org/10.1109/VAST.2014.7042505::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042505
conf/ieeevast/SerimTRMJ14,mailVis: Visualizing emailbox for re-finding emails.,Baris Serim::Vuong Thanh Tung::Tuukka Ruotsalo::Luana Micallef::Giulio Jacucci,2014,https://doi.org/10.1109/VAST.2014.7042527::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042527::https://www.wikidata.org/entity/Q59313768
conf/ieeevast/AuvilLSS07a,VAST to Knowledge: Combining tools for exploration and mining.,Loretta Auvil::Xavier Llorà::Duane Searsmith::Kelly Searsmith,2007,https://doi.org/10.1109/VAST.2007.4389035::https://doi.ieeecomputersociety.org/10.1109/VAST.2007.4389035
conf/ieeevast/AndrienkoAMMP10,Discovering bits of place histories from people's activity traces.,Gennady L. Andrienko::Natalia V. Andrienko::Martin Mladenov::Michael Mock::Christian Pölitz,2010,https://doi.org/10.1109/VAST.2010.5652478::https://www.wikidata.org/entity/Q58203939
conf/ieeevast/YuWLLNNHAW15,iVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data.,Liang Yu::Wei Wu 0020::Xiaohui Li 0002::Guangxia Li::Wee Siong Ng::See-Kiong Ng::Zhongwen Huang::Anushiya Arunan::Hui Min Watt,2015,https://doi.org/10.1109/VAST.2015.7347630::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347630
conf/ieeevast/LiuHSMZT15,EgoNetCloud: Event-based egocentric dynamic network visualization.,Qingsong Liu::Yifan Hu 0001::Lei Shi 0002::Xinzhu Mu::Yutao Zhang::Jie Tang 0001,2015,https://doi.org/10.1109/VAST.2015.7347632::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347632
conf/ieeevast/ChenBY10,Click2Annotate: Automated Insight Externalization with rich semantics.,Yang Chen::Scott Barlowe::Jing Yang 0001,2010,https://doi.org/10.1109/VAST.2010.5652885
conf/ieeevast/Blumenschein0SB18,SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach.,Michael Blumenschein::Michael Behrisch 0001::Stefanie Schmid::Simon Butscher::Deborah R. Wahl::Karoline Villinger::Britta Renner::Harald Reiterer::Daniel A. Keim,2018,https://doi.org/10.1109/VAST.2018.8802486::https://www.wikidata.org/entity/Q112158503
conf/ieeevast/LiZM14,Vismate: Interactive visual analysis of station-based observation data on climate changes.,Jie Li 0006::Kang Zhang 0001::Zhao-Peng Meng,2014,https://doi.org/10.1109/VAST.2014.7042489::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042489
conf/ieeevast/ChenRKQE12,SemanticPrism: A multi-aspect view of large high-dimensional data: VAST 2012 Mini Challenge 1 award: Outstanding integrated analysis and visualization.,Yingjie Victor Chen::Ahmad M. Razip::Sungahn Ko::Zhenyu Cheryl Qian::David S. Ebert,2012,https://doi.org/10.1109/VAST.2012.6400527::https://doi.ieeecomputersociety.org/10.1109/VAST.2012.6400527::https://www.wikidata.org/entity/Q56903552
conf/ieeevast/TalbotH10,Adapting Daniel and Wood's modeling approach to interactive visual analytics.,Justin Talbot::Pat Hanrahan,2010,https://doi.org/10.1109/VAST.2010.5649831
conf/ieeevast/McGeeBO14,VAST Challenge MC1: An off the shelf approach to messy data.,Fintan McGee::Bertjan Broeksema::Benoît Otjacques,2014,https://doi.org/10.1109/VAST.2014.7042575::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042575
conf/ieeevast/BernardHSSBK14,Towards a user-defined visual-interactive definition of similarity functions for mixed data.,Jürgen Bernard::Marco Hutter 0002::David Sessler::Tobias Schreck::Michael Behrisch 0001::Jörn Kohlhammer,2014,https://doi.org/10.1109/VAST.2014.7042503::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042503::https://www.wikidata.org/entity/Q57574337
conf/ieeevast/MonsonCBM10,Data representation and exploration with Geometric Wavelets.,Eric E. Monson::Guangliang Chen::Rachel Brady::Mauro Maggioni,2010,https://doi.org/10.1109/VAST.2010.5653822
conf/ieeevast/ZhangGZW17,VAST Challenge 2017: Mini-challenge 1.,Shu Zhang::Danhuai Guo::Yingqiu Zhu::Deqiang Wang,2017,https://doi.org/10.1109/VAST.2017.8585461::https://doi.ieeecomputersociety.org/10.1109/VAST.2017.8585461
conf/ieeevast/DietrichKVS14,Baseball4D: A tool for baseball game reconstruction & visualization.,Carlos A. Dietrich::David Koop::Huy T. Vo::Cláudio T. Silva,2014,https://doi.org/10.1109/VAST.2014.7042478::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042478
conf/ieeevast/RohligLKKSBAM15,Supporting activity recognition by visual analytics.,Martin Rohlig::Martin Luboschik::Frank Krüger 0001::Thomas Kirste::Heidrun Schumann::Markus Bögl::Bilal Alsallakh::Silvia Miksch,2015,https://doi.org/10.1109/VAST.2015.7347629::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347629::https://www.wikidata.org/entity/Q105575896
conf/ieeevast/PayneSSM08,Grand challenge award: Interactive visual analytics palantir: The future of analysis.,Jason Payne::Jake Solomon::Ravi Sankar::Bob McGrew,2008,https://doi.org/10.1109/VAST.2008.4677386
conf/ieeevast/SchreckBTK08,Visual cluster analysis of trajectory data with interactive Kohonen Maps.,Tobias Schreck::Jürgen Bernard::Tatiana Tekusová::Jörn Kohlhammer,2008,https://doi.org/10.1109/VAST.2008.4677350::https://www.wikidata.org/entity/Q57574415
conf/ieeevast/ZhongWXZZLS20,SilkViser: A Visual Explorer of Blockchain-based Cryptocurrency Transaction Data.,Zengsheng Zhong::Shuirun Wei::Yeting Xu::Ying Zhao 0001::Fangfang Zhou::Feng Luo::Ronghua Shi,2020,https://doi.org/10.1109/VAST50239.2020.00014
conf/ieeevast/ButlerSR14,Safeguarding Abila: Real-time streaming analysis VAST 2014 Mini Challenge 3: Streaming text analysis.,Patrick Butler::Parang Saraf::Naren Ramakrishnan,2014,https://doi.org/10.1109/VAST.2014.7042578::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042578
conf/ieeevast/MacEachrenJRPSMZB11,SensePlace2: GeoTwitter analytics support for situational awareness.,Alan M. MacEachren::Anuj R. Jaiswal::Anthony C. Robinson::Scott Pezanowski::Alexander Savelyev::Prasenjit Mitra::Xiao Zhang 0019::Justine I. Blanford,2011,https://doi.org/10.1109/VAST.2011.6102456
conf/ieeevast/LipfordSDHC10,Helping users recall their reasoning process.,Heather Richter Lipford::Felesia Stukes::Wenwen Dou::Matthew E. Hawkins::Remco Chang,2010,https://doi.org/10.1109/VAST.2010.5653598
conf/ieeevast/WangCWZHGWLB14,A visual reasoning approach for data-driven transport assessment on urban roads.,Fei Wang 0016::Wei Chen 0001::Feiran Wu::Ye Zhao 0003::Han Hong::Tianyu Gu::Long Wang::Ronghua Liang::Hujun Bao,2014,https://doi.org/10.1109/VAST.2014.7042486::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042486
conf/ieeevast/WeiSSM12,Visual cluster exploration of web clickstream data.,Jishang Wei::Zeqian Shen::Neel Sundaresan::Kwan-Liu Ma,2012,https://doi.org/10.1109/VAST.2012.6400494::https://doi.ieeecomputersociety.org/10.1109/VAST.2012.6400494
conf/ieeevast/YifeiS17,Interactive Visual Analytics Application for Spatiotemporal Movement Data VAST Challenge 2017 Mini-Challenge 1: Award for Actionable and Detailed Analysis.,Yifei Guan::Kam Tin Seong,2017,https://doi.org/10.1109/VAST.2017.8585564::https://doi.ieeecomputersociety.org/10.1109/VAST.2017.8585564
conf/ieeevast/YuHJH14,Pantheon: Visualizing historical cultural production.,Amy Zhao Yu::Kevin Zeng Hu::Deepak Jagdish::César A. Hidalgo 0001,2014,https://doi.org/10.1109/VAST.2014.7042534::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042534
conf/ieeevast/HanSSA09,A visual analytics system for radio frequency fingerprinting-based localization.,Yi Han 0005::Erich P. Stuntebeck::John T. Stasko::Gregory D. Abowd,2009,https://doi.org/10.1109/VAST.2009.5332596
conf/ieeevast/RukavinaLVT14,VAST Challenge 2014 - The Kronos incident - Mini-Challenge 3.,Andrei Rukavina::Mariana Landoni::Paulina Verasay::Maria L. Traverso,2014,https://doi.org/10.1109/VAST.2014.7042577::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042577
conf/ieeevast/ZhangSBMSPWLK12,Visual analytics for the big data era - A comparative review of state-of-the-art commercial systems.,Leishi Zhang::Andreas Stoffel::Michael Behrisch 0001::Sebastian Mittelstädt::Tobias Schreck::René Pompl::Stefan Weber 0004::Holger Last::Daniel A. Keim,2012,https://doi.org/10.1109/VAST.2012.6400554::https://doi.ieeecomputersociety.org/10.1109/VAST.2012.6400554
conf/ieeevast/DeckerGLR09,A scalable architecture for visual data exploration.,Jonathan W. Decker::Alex Godwin::Mark A. Livingston::Denise Royle,2009,https://doi.org/10.1109/VAST.2009.5333451
conf/ieeevast/AlbuquerqueEM11,Perception-based visual quality measures.,Georgia Albuquerque::Martin Eisemann::Marcus A. Magnor,2011,https://doi.org/10.1109/VAST.2011.6102437
conf/ieeevast/MaciejewskiRHAYOCGWE08,Understanding syndromic hotspots - a visual analytics approach.,Ross Maciejewski::Stephen Rudolph::Ryan Hafen::Ahmad M. Abusalah::Mohamed Yakout::Mourad Ouzzani::William S. Cleveland::Shaun J. Grannis::Michael Wade::David S. Ebert,2008,https://doi.org/10.1109/VAST.2008.4677354::https://www.wikidata.org/entity/Q56904015
conf/ieeevast/AlexanderKVWG14,Serendip: Topic model-driven visual exploration of text corpora.,Eric C. Alexander::Joe Kohlmann::Robin Valenza::Michael Witmore::Michael Gleicher,2014,https://doi.org/10.1109/VAST.2014.7042493::https://doi.ieeecomputersociety.org/10.1109/VAST.2014.7042493
conf/ieeevast/EndertAFN09,"Professional analysts using a large, high-resolution display.",Alex Endert::Christopher Andrews 0001::Glenn A. Fink::Chris North 0001,2009,https://doi.org/10.1109/VAST.2009.5332485
conf/ieeevast/LinLLLJLY17,Visual Analysis for Wildlife Preserve based on Muti-systems.,Lijing Lin::Min Lu 0002::Guozheng Li 0002::Chufan Lai::Ruike Jiang::Qiangqiang Liu::Xiaoru Yuan,2017,https://doi.org/10.1109/VAST.2017.8585552::https://doi.ieeecomputersociety.org/10.1109/VAST.2017.8585552
conf/ieeevast/CrnovrsaninMCM09,Proximity-based visualization of movement trace data.,Tarik Crnovrsanin::Chris Muelder::Carlos D. Correa::Kwan-Liu Ma,2009,https://doi.org/10.1109/VAST.2009.5332593
conf/ieeevast/WhitingCGFLSC15,VAST Challenge 2015: Mayhem at dinofun world.,Mark A. Whiting::Kristin A. Cook::Georges G. Grinstein::John Fallon::Kristen Liggett::Diane Staheli::R. Jordan Crouser,2015,https://doi.org/10.1109/VAST.2015.7347638::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347638
conf/ieeevast/RedaGLP15,Tell me what do you see: Detecting perceptually-separable visual patterns via clustering of image-space features in visualizations.,Khairi Reda::Alberto Gonzalez::Jason Leigh::Michael E. Papka,2015,https://doi.org/10.1109/VAST.2015.7347683::https://doi.ieeecomputersociety.org/10.1109/VAST.2015.7347683
conf/ieeevast/ShinSRBWX19,Influence Flowers of Academic Entities.,Minjeong Shin::Alexander Soen::Benjamin T. Readshaw::Stephen M. Blackburn::Mitchell Whitelaw::Lexing Xie,2019,https://doi.org/10.1109/VAST47406.2019.8986934
conf/ieeevast/SchneidewindSK06,Pixnostics: Towards Measuring the Value of Visualization.,Jörn Schneidewind::Mike Sips::Daniel A. Keim,2006,https://doi.org/10.1109/VAST.2006.261423::https://doi.ieeecomputersociety.org/10.1109/VAST.2006.261423
conf/ieeevast/MayBDRK11,Guiding feature subset selection with an interactive visualization.,Thorsten May::Andreas Bannach::James Davey::Tobias Ruppert::Jörn Kohlhammer,2011,https://doi.org/10.1109/VAST.2011.6102448
conf/ieeevast/WangL06,Interactive Wormhole Detection in Large Scale Wireless Networks.,Weichao Wang::Aidong Lu,2006,https://doi.org/10.1109/VAST.2006.261435::https://doi.ieeecomputersociety.org/10.1109/VAST.2006.261435
conf/ieeevast/GuoWR09,Model space visualization for multivariate linear trend discovery.,Zhenyu Guo::Matthew O. Ward::Elke A. Rundensteiner,2009,https://doi.org/10.1109/VAST.2009.5333431
