key,title,author,year,ee
conf/vissym/SilvaRMMT15,Attribute-based Visual Explanation of Multidimensional Projections.,Renato R. O. da Silva::Paulo E. Rauber::Rafael Messias Martins::Rosane Minghim::Alexandru C. Telea,2015,https://doi.org/10.2312/eurova.20151100
conf/vissym/BoucherSA22,Using Data Comics to Enhance Visualization Literacy.,Magdalena Boucher::Christina Stoiber::Wolfgang Aigner,2022,https://doi.org/10.2312/evp.20221120
conf/vissym/CibulskiM24,Revisiting PAVED: Studying Tool Adoption After Four Years.,Lena Cibulski::Thorsten May,2024,https://doi.org/10.2312/evs.20241067
conf/vissym/ParkYHKLH06,Structure-accentuating Dense Flow Visualization.,Sung W. Park::Hongfeng Yu 0001::Ingrid Hotz::Oliver Kreylos::Lars Linsen::Bernd Hamann,2006,https://doi.org/10.2312/VisSym/EuroVis06/163-170
conf/vissym/KastenHNH12,Vortex Merge Graphs in Two-dimensional Unsteady Flow Fields.,Jens Kasten::Ingrid Hotz::Bernd R. Noack::Hans-Christian Hege,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/001-005
conf/vissym/KothurESS16,Visual Analytics for Persistent Scatterer Interferometry: First Steps and Future Challenges.,Patrick Köthur::Daniel Eggert::Andreas Schenk::Mike Sips,2016,https://doi.org/10.2312/eurova.20161122
conf/vissym/SorensenAGKJ23,Visualizing Sunlight Radiation in the Arctic Ocean.,Esben Bay Sørensen::Karl Attard::Jean-Pierre Gattuso::Jakob Kusnick::Stefan Jänicke,2023,https://doi.org/10.2312/evp.20231078
conf/vissym/KucherKPS16,Visual Analysis of Text Annotations for Stance Classification with ALVA.,Kostiantyn Kucher::Andreas Kerren::Carita Paradis::Magnus Sahlgren,2016,https://doi.org/10.2312/eurp.20161139
conf/vissym/MittelstadtBSSK14,Revisiting Perceptually Optimized Color Mapping for High-Dimensional Data Analysis.,Sebastian Mittelstädt::Jürgen Bernard::Tobias Schreck::Martin Steiger::Jörn Kohlhammer::Daniel A. Keim,2014,https://doi.org/10.2312/eurovisshort.20141163
conf/vissym/RauberSFCFT15,Interactive Image Feature Selection Aided by Dimensionality Reduction.,Paulo Eduardo Rauber::Renato Rodrigues Oliveira da Silva::Sander Feringa::M. Emre Celebi 0001::Alexandre X. Falcão::Alexandru C. Telea,2015,https://doi.org/10.2312/eurova.20151098
conf/vissym/BujackKNSJ15,Clustering Moment Invariants to Identify Similarity within 2D Flow Fields.,Roxana Bujack::Jens Kasten::Vijay Natarajan::Gerik Scheuermann::Kenneth I. Joy,2015,https://doi.org/10.2312/eurovisshort.20151121
conf/vissym/BotPA23,The Challenge of Branch-Aware Data Manifold Exploration.,Daniël M. Bot::Jannes Peeters::Jan Aerts,2023,https://doi.org/10.2312/evp.20231071
conf/vissym/VilanovaBP04,DTI Visualization with Streamsurfaces and Evenly-Spaced Volume Seeding.,Anna Vilanova::G. Berenschot::Carola van Pul,2004,https://doi.org/10.2312/VisSym/VisSym04/173-182::http://dl.acm.org/citation.cfm?id=2384252
conf/vissym/WeiskopfSE05,Real-Time Advection and Volumetric Illumination for the Visualization of 3D Unsteady Flow.,Daniel Weiskopf::Tobias Schafhitzel::Thomas Ertl,2005,https://doi.org/10.2312/VisSym/EuroVis05/013-020
conf/vissym/NobreL15,OceanPaths: Visualizing Multivariate Oceanography Data.,Carolina Nobre::Alexander Lex,2015,https://doi.org/10.2312/eurovisshort.20151124
conf/vissym/NeumannCVMG02,Feature-Preserving Volume Filtering.,László Neumann::Balázs Csébfalvi::Ivan Viola::Matej Mlejnek::M. Eduard Gröller,2002,https://doi.org/10.2312/VisSym/VisSym02/105-114
conf/vissym/NemtsovJYH24,Visual Exploration of Emotion Feelings Comparison in Tweet Data.,Ilya Nemtsov::Jasmine Jahan::Chuting Yan::Shah Rukh Humayoun,2024,https://doi.org/10.2312/evp.20241096
conf/vissym/RobertsBLRSF20,Visualising Collocation for Close Writing.,Jonathan C. Roberts::Peter W. S. Butcher::Robert Lew::Geraint Paul Rees::Nirwan Sharma::Ana Frankenberg-Garcia,2020,https://doi.org/10.2312/evs.20201069
conf/vissym/KinkeldeyFI17,BitConduite: Visualizing and Analyzing Activity on the Bitcoin Network.,Christoph Kinkeldey::Jean-Daniel Fekete::Petra Isenberg,2017,https://doi.org/10.2312/eurp.20171160
conf/vissym/AngeliniFSS17,Visual Analytics for Information Retrieval Evaluation Campaigns.,Marco Angelini::Nicola Ferro 0001::Giuseppe Santucci::Gianmaria Silvello,2017,https://doi.org/10.2312/eurova.20171115
conf/vissym/NeophytouMMHGQK06,GPU-Accelerated Volume Splatting With Elliptical RBFs.,Neophytos Neophytou::Klaus Mueller 0001::Kevin T. McDonnell::Wei Hong 0006::Xin Guan::Hong Qin 0001::Arie E. Kaufman,2006,https://doi.org/10.2312/VisSym/EuroVis06/013-020
conf/vissym/DjurcilovKLP01,Volume Rendering Data with Uncertainty Information.,Suzana Djurcilov::Kwansik Kim::Pierre F. J. Lermusiaux::Alex Pang,2001,https://doi.org/10.1007/978-3-7091-6215-6_26::https://doi.org/10.2312/VisSym/VisSym01/243-252
conf/vissym/HuangABK24,Matrix Snap&Go: Visualization of Paths on Matrices.,Zeyang Huang::Daniel Archambault::Rita Borgo::Andreas Kerren,2024,https://doi.org/10.2312/evs.20241058
conf/vissym/HardingKCL01,A Case Study in Multi-Sensory Investigation of Geoscientific Data.,Chris Harding::Ioannis A. Kakadiaris::John F. Casey::R. Bowen Loftin,2001,https://doi.org/10.1007/978-3-7091-6215-6_2::https://doi.org/10.2312/VisSym/VisSym01/003-014
conf/vissym/Chen17,Visualizing Large Time-series Data on Very Small Screens.,Yang Chen,2017,https://doi.org/10.2312/eurovisshort.20171130
conf/vissym/BlasilliLP19,CrossWidget: a D3.js Plugin to Support Multiple Scented Cross Filtering Activities.,Graziano Blasilli::Simone Lenti::Alessia Palleschi,2019,https://doi.org/10.2312/eurp.20191131
conf/vissym/FrohlerMWHKH18,Exploring Uncertainty in Image Segmentation Ensembles.,Bernhard Fröhler::Torsten Möller::Johannes Weissenböck::Hans-Christian Hege::Johann Kastner::Christoph Heinzl,2018,https://doi.org/10.2312/eurp.20181123
conf/vissym/FlatkenBMHGH15,Dynamic Scheduling for Progressive Large-Scale Visualization.,Markus Flatken::Anne Berres::Jonas Merkel::Ingrid Hotz::Andreas Gerndt::Hans Hagen,2015,https://doi.org/10.2312/eurovisshort.20151122
conf/vissym/0001024,Towards Presenting Travel Times in a Bus Network as Immersive and Adaptive Data Stories.,Lukas Panzer 0001::Fabian Beck 0001,2024,https://doi.org/10.2312/evp.20241093
conf/vissym/TorresYJME14,"Visual Analytics for Risk-based Decision Making, Long-Term Planning, and Assessment Process.",Silvia Oliveros Torres::Yang Yang::Yun Jang::Ben Maule::David S. Ebert,2014,https://doi.org/10.2312/eurova.20141137
conf/vissym/Louis-Alexandre23,Visual Exploration of Indirect Bias in Language Models.,Judith Louis-Alexandre::Manuela Waldner,2023,https://doi.org/10.2312/evs.20231034
conf/vissym/LarsenHS20,Sketchy Rendering to Aid the Recollection of Regular Visualizations.,Michael Reidun Engelbrecht Larsen::Wenkai Han::Hans-Jörg Schulz,2020,https://doi.org/10.2312/evs.20201062
conf/vissym/MullerPOR15,On the Reproducibility of VisRuption: A Tool for Intuitive and Efficient Visualization of Airline Disruption Data.,Nicholas Hugo Müller::Linda Pfeiffer::Peter Ohler::Paul Rosenthal,2015,https://doi.org/10.2312/eurorv3.20151145
conf/vissym/VadCG12,"Calibration of the Marschner-Lobb Signal on CC, BCC, and FCC Lattices.",Viktor Vad::Balázs Csébfalvi::Moncef Gabbouj,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/019-023
conf/vissym/AkibaM07,A Tri-Space Visualization Interface for Analyzing Time-Varying Multivariate Volume Data.,Hiroshi Akiba::Kwan-Liu Ma,2007,https://doi.org/10.2312/VisSym/EuroVis07/115-122
conf/vissym/TuscherFKRM24,Mapping the Avantgarde: Visualizing Modern Artists' Exhibition Activity.,Michaela Tuscher::Velitchko Andreev Filipov::Teresa Kamencek::Raphael Rosenberg::Silvia Miksch,2024,https://doi.org/10.2312/evs.20241063
conf/vissym/OelkeGK12,Visual Analysis of Explicit Opinion and News Bias in German Soccer Articles.,Daniela Oelke::Benno Geißelmann::Daniel A. Keim,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/049-053
conf/vissym/BoukhelifaGDWF15,Supporting Historical Research Through User-Centered Visual Analytics.,Nadia Boukhelifa::Emmanouil Giannisakis::Evanthia Dimara::Wesley Willett::Jean-Daniel Fekete,2015,https://doi.org/10.2312/eurova.20151095
conf/vissym/BehrendtEBBHPS21,Visual Exploration of Intracranial Aneurysm Blood Flow Adapted to the Clinical Researcher.,Benjamin Behrendt::Wito Engelke::Philipp Berg::Oliver Beuing::Ingrid Hotz::Bernhard Preim::Sylvia Saalfeld,2021,https://doi.org/10.2312/evm.20211076
conf/vissym/MumtazGBW19,Label Placement for Outliers in Scatterplots.,Haris Mumtaz::Mereke van Garderen::Fabian Beck 0001::Daniel Weiskopf,2019,https://doi.org/10.2312/evs.20191161
conf/vissym/BroersenLH07,Parametric Visualization of High Resolution Correlated Multi-spectral Features Using PCA.,Alexander Broersen::Robert van Liere::Ron M. A. Heeren,2007,https://doi.org/10.2312/VisSym/EuroVis07/203-210
conf/vissym/X23,EuroVis 2023 Posters: Frontmatter.,,2023,https://doi.org/10.2312/evp.20232005
conf/vissym/ClasenH06,Terrain Rendering using Spherical Clipmaps.,Malte Clasen::Hans-Christian Hege,2006,https://doi.org/10.2312/VisSym/EuroVis06/091-098
conf/vissym/McNeill17,Visualising Data with L2.,Graham McNeill,2017,https://doi.org/10.2312/eurp.20171188
conf/vissym/RindHBN0A17,PubViz: Lightweight Visual Presentation of Publication Data.,Alexander Rind::Andrea Haberson::Kerstin Blumenstein::Christina Niederer::Markus Wagner 0008::Wolfgang Aigner,2017,https://doi.org/10.2312/eurovisshort.20171152
conf/vissym/SirkKSB17,Dynamic Label Placement for Forensic Case Visualization.,Christof Sirk::Denis Kalkofen::Dieter Schmalstieg::Alexander Bornik,2017,https://doi.org/10.2312/eurovisshort.20171147
conf/vissym/ChenWPH13,HumMod Browser: An Exploratory Visualization Tool for Model Validation of Whole-Body Physiology Simulation.,Jian Chen 0006::Keqin Wu::William A. Pruett::Robert L. Hester,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.007-011
conf/vissym/AndrewsW14,FluidDiagrams: Web-Based Information Visualisation using JavaScript and WebGL.,Keith Andrews::Benedict Wright,2014,https://doi.org/10.2312/eurovisshort.20141155
conf/vissym/BuchmullerJSK16,SpaceCuts: Making Room for Visualizations on Maps.,Juri Buchmüller::Dominik Jäckle::Florian Stoffel::Daniel A. Keim,2016,https://doi.org/10.2312/eurovisshort.20161163
conf/vissym/RottgerBS05,Spatialized Transfer Functions.,Stefan Röttger::Michael Bauer 0002::Marc Stamminger,2005,https://doi.org/10.2312/VisSym/EuroVis05/271-278
conf/vissym/RitterAZKSB18,Personalized Visual-Interactive Music Classification.,Christian Ritter::Christian Altenhofen::Matthias Zeppelzauer::Arjan Kuijper::Tobias Schreck::Jürgen Bernard,2018,https://doi.org/10.2312/eurova.20181109
conf/vissym/LeeP18,Perception-Aware Uncertainty Glyphs in the 3D Vector Fields.,Joong-Youn Lee::Jinah Park,2018,https://doi.org/10.2312/eurovisshort.20181069
conf/vissym/JohanssonLC07,Depth Cues and Density in Temporal Parallel Coordinates.,Jimmy Johansson 0001::Patric Ljung::Matthew Cooper 0001,2007,https://doi.org/10.2312/VisSym/EuroVis07/035-042
conf/vissym/KovacevicWSGG20,Glyph-Based Visualization of Affective States.,Nikola Kovacevic::Rafael Wampfler::Barbara Solenthaler::Markus Gross 0001::Tobias Günther,2020,https://doi.org/10.2312/evs.20201059
conf/vissym/PolthierP00,Variational Approach to Vector Field Decomposition.,Konrad Polthier::Eike Preuß,2000,https://doi.org/10.1007/978-3-7091-6783-0_15::https://doi.org/10.2312/VisSym/VisSym00/147-156
conf/vissym/ValdiviaBF17,Hypenet: Visualizing Dynamic Hypergraphs.,Paola Valdivia::Paolo Buono::Jean-Daniel Fekete,2017,https://doi.org/10.2312/eurp.20171162
conf/vissym/RiblerW24,A Visual Approach to Fair or Negotiated Resource Division.,Randy L. Ribler::Jackson Wise,2024,https://doi.org/10.2312/evp.20241078
conf/vissym/MatkovicGSH10,Interactive Visual Analysis of Families of Surfaces: An Application to Car Race and Car Setup.,Kresimir Matkovic::Denis Gracanin::Rainer Splechtna::Helwig Hauser,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/081-086
conf/vissym/KimTGH19,Color Names Across Languages: Salient Colors and Term Translation in Multilingual Color Naming Models.,Younghoon Kim::Kyle Thayer::Gabriella Silva Gorsky::Jeffrey Heer,2019,https://doi.org/10.2312/evs.20191166
conf/vissym/YuLY13,MLMD: Multi-Layered Visualization for Multi-Dimensional Data.,Bowen Yu::Richen Liu::Xiaoru Yuan,2013,https://doi.org/10.2312/PE.EuroVisShort.EuroVisShort2013.103-107
conf/vissym/MoretaT07,Multiscale Visualization of Dynamic Software Logs.,Sergio Moreta::Alexandru C. Telea,2007,https://doi.org/10.2312/VisSym/EuroVis07/011-018
conf/vissym/SchlechtwegSS04,Interactive Treemaps With Detail on Demand to Support Information Search in Documents.,Stefan Schlechtweg::Petra Schulze-Wollgast::Heidrun Schumann,2004,https://doi.org/10.2312/VisSym/VisSym04/121-128::http://dl.acm.org/citation.cfm?id=2384245
conf/vissym/LiuV22,GROUPSET: A Set-Based Technique to Explore Time-Varying Data.,Liqun Liu::Romain Vuillemot,2022,https://doi.org/10.2312/evs.20221096
conf/vissym/RadloffFS12,Supporting Visual Analysis in Smart Meeting Rooms.,Axel Radloff::Georg Fuchs::Heidrun Schumann,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/001-005
conf/vissym/StoffelZWK12,AMPLIO VQA - A Web Based Visual Query Analysis System for Micro Grid Energy Mix Planning.,Andreas Stoffel::Leishi Zhang::Stefan Hagen Weber::Daniel A. Keim,2012,https://doi.org/10.2312/PE/EuroVAST/EuroVA12/073-077
conf/vissym/RohwerGB24,Weather Data and Representations: A Survey of Wear OS Apps.,Jakob Rohwer::Fairouz Grioui::Tanja Blascheck,2024,https://doi.org/10.2312/evp.20241098
conf/vissym/SmitKJDEV16,VarVis: Visualizing Anatomical Variation in Branching Structures.,Noeska N. Smit::Annelot Kraima::Daniel Jansma::Marco C. DeRuiter::Elmar Eisemann::Anna Vilanova,2016,https://doi.org/10.2312/eurovisshort.20161160
conf/vissym/SlingsbyHT19,Visual Analysis of Reactionary Train Delay from an Agent Based Model.,Aidan Slingsby::Jonathan Hyde::Cagatay Turkay,2019,https://doi.org/10.2312/eurp.20191153
conf/vissym/BreinerDSG04,Visualizing Organisms with Hydraulic Body Parts: A Case Study in Integrating Simulation and Visualization Models.,T. Breiner::Ralf Dörner 0001::Christian Seiler::M. Gudo,2004,https://doi.org/10.2312/VisSym/VisSym04/097-102::http://dl.acm.org/citation.cfm?id=2384239
conf/vissym/WartellRH99,Efficient Ray Intersection for Visualization and Navigation of Global Terrain using Spheroidal Height-Augmented Quadtrees.,Zachary Wartell::William Ribarsky::Larry F. Hodges,1999,https://doi.org/10.1007/978-3-7091-6803-5_20::https://doi.org/10.2312/vissym19991005
conf/vissym/VosoughGS17,On Establishing Visualization Requirements: A Case Study in Product Costing.,Zana Vosough::Rainer Groh 0001::Hans-Jörg Schulz,2017,https://doi.org/10.2312/eurovisshort.20171140
conf/vissym/LiuRB0K24,A Quality Metric to Improve Scatterplots for Explainable AI.,Liqun Liu::Roy A. Ruddle::Leonid V. Bogachev::Mahdi Rezaei 0001::Arjun Khara,2024,https://doi.org/10.2312/evp.20241077
conf/vissym/LatifSB19,Authoring Combined Textual and Visual Descriptions of Graph Data.,Shahid Latif::Kaidie Su::Fabian Beck 0001,2019,https://doi.org/10.2312/evs.20191180
conf/vissym/BeckerE23,Putting Annotations to the Test.,Franziska Becker::Thomas Ertl,2023,https://doi.org/10.2312/evp.20231068
conf/vissym/JensenJFB21,Tools for Virtual Reality Visualization of Highly Detailed Meshes.,Mark B. Jensen::Egill I. Jacobsen::Jeppe Revall Frisvad::J. Andreas Bærentzen,2021,https://doi.org/10.2312/visgap.20211088
conf/vissym/SeifertSK10,Stress Maps: Analysing Local Phenomena in Dimensionality Reduction Based Visualisations.,Christin Seifert::Vedran Sabol::Wolfgang Kienreich,2010,https://doi.org/10.2312/PE/EuroVAST/EuroVAST10/013-018
conf/vissym/GracaninTHMW17,Tangible Visual Analysis: Brushing in a Mixed-Reality Environment.,Denis Gracanin::Reza Tasooji::Mohamed Handosa::Kresimir Matkovic::Manuela Waldner,2017,https://doi.org/10.2312/eurp.20171186
conf/vissym/JekicMFNTS19,Visual Analysis of Aluminum Production Data with Tightly Linked Views.,Nikolina Jekic::Belgin Mutlu::Mario Faschang::Steffen Neubert::Stefan Thalmann::Tobias Schreck,2019,https://doi.org/10.2312/eurp.20191143
conf/vissym/MaurtisMW00,WWW-based Visualization of the Real Time Run of a Space Weather Forecasting Model.,Sergei Maurtis::Jeff McAllister::Brenton Watkins,2000,https://doi.org/10.1007/978-3-7091-6783-0_24::https://doi.org/10.2312/VisSym/VisSym00/239-248
conf/vissym/TanakaHSKKNOSTK12,Particle-Based Transparent Rendering of Implicit Surfaces and its Application to Fused Visualization.,Satoshi Tanaka::Kyoko Hasegawa::Yoshiyuki Shimokubo::Tomonori Kaneko::Takuma Kawamura::Susumu Nakata::Saori Ojima::Naohisa Sakamoto::Hiromi T. Tanaka::Koji Koyamada,2012,https://doi.org/10.2312/PE/EuroVisShort/EuroVisShort2012/025-029
conf/vissym/NonakaS20,Lessons Learned from Large Data Visualization Software Development for the K computer.,Jorji Nonaka::Naohisa Sakamoto,2020,https://doi.org/10.2312/visgap.20201113
conf/vissym/SweeneyM02,Shear-Warp Deluxe: The Shear-Warp Algorithm Revisited.,Jon Sweeney::Klaus Mueller 0001,2002,https://doi.org/10.2312/VisSym/VisSym02/095-104
conf/vissym/PavliucD20,Designing Effective Network Visualization Representations of Disinformation Operations - Improving DisInfoVis.,Alexandra Melania Pavliuc::Jason Dykes,2020,https://doi.org/10.2312/eurp.20201118
conf/vissym/AlroeHS24,Highways and Tunnels: Force Feedback Guidance for Visualisations.,Sarah Fjelsted Alrøe::Eve E. Hoggan::Hans-Jörg Schulz,2024,https://doi.org/10.2312/evs.20241060
conf/vissym/SarkarBJS15,Interaction with Uncertainty in Visualisations.,Advait Sarkar::Alan F. Blackwell::Mateja Jamnik::Martin Spott,2015,https://doi.org/10.2312/eurovisshort.20151138
conf/vissym/BachDAHC14,A Review of Temporal Data Visualizations Based on Space-Time Cube Operations.,Benjamin Bach::Pierre Dragicevic::Daniel Archambault::Christophe Hurter::Sheelagh Carpendale,2014,https://doi.org/10.2312/eurovisstar.20141171
conf/vissym/WohlfartH07,Story Telling for Presentation in Volume Visualization.,Michael Wohlfart::Helwig Hauser,2007,https://doi.org/10.2312/VisSym/EuroVis07/091-098
conf/vissym/JiGMR16,Tracking and Visualizing Dynamic Structures in Multichannel EEG Coherence Networks.,Chengtao Ji::Jasper J. van de Gronde::Natasha M. Maurits::Jos B. T. M. Roerdink,2016,https://doi.org/10.2312/eurp.20161134
conf/vissym/VoineaT06,CVSgrab: Mining the History of Large Software Projects.,Lucian Voinea::Alexandru C. Telea,2006,https://doi.org/10.2312/VisSym/EuroVis06/187-194
conf/vissym/TricocheSH01,Topology-Based Visualization of Time-Dependent 2D Vector Fields.,Xavier Tricoche::Gerik Scheuermann::Hans Hagen,2001,https://doi.org/10.1007/978-3-7091-6215-6_13::https://doi.org/10.2312/VisSym/VisSym01/117-126
conf/vissym/KoldijkBRKNK15,Visual Analytics of Work Behavior Data - Insights on Individual Differences.,Saskia Koldijk::Jürgen Bernard::Tobias Ruppert::Jörn Kohlhammer::Mark A. Neerincx::Wessel Kraaij,2015,https://doi.org/10.2312/eurovisshort.20151129
