"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_16_affiliation","articles_authors_authors_16_authorUrl","articles_authors_authors_16_author_order","articles_authors_authors_16_full_name","articles_authors_authors_16_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"CZSaw is a visual analytics tool for sense-making across entities, documents, and relations with a focus on supporting the analysis process. It uses a variety of flexible data visualizations to represent and explore networks of entities and relations from different perspectives. CZSaw supports clustering documents and entities into smaller groups to make sense of them and weave individual facts into a complete picture. CZSaw also provides entity refinement functions to support interactive data cleaning. Its dependency propagation mechanism speeds the analysis sense-making loop by automatically synchronizing data and views, and propagating changes to the whole system.","","EPHEMERA","5653060","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/38182637400","1","Victor Chen","38182637400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37601085600","2","Dustin Dunsmuir","37601085600","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37601001100","3","Saba Alimadadi","37601001100","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37596074400","4","Eric Lee","37596074400","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37605316500","5","Jeffrey Guenther","37605316500","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37278563100","6","John Dill","37278563100","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/38585310400","7","Cheryl Qian","38585310400","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37358198200","8","Chris D. Shaw","37358198200","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37376130500","9","Maureen Stone","37376130500","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/38181028300","10","Robert Woodbury","38181028300","1","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653060","276","https://ieeexplore.ieee.org/document/5653060/","Visual analytics","investigative analysis","intelligence analysis","sense-making","analysis process","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653060","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","67","275","Model based interactive analysis of interwoven, imprecise narratives: VAST 2010 mini challenge 1 award: Outstanding interaction model"
"Jim was born in Spokane, WA. He received his Bachelor's degree in Mathematics from Eastern Washington University and his master's degree in Computer Science from Washington State University. Jim's infuence on our feld started in 1971 when he joined the General Motors Research Laboratories. He became a computer graphics researcher and worked on computer graphics systems to support the then new computer-aided design process. In retrospect, this early work and an ACM SIGGRAPH publication on creating interactive graphical systems for CAD foreshadowed Jim's effort to create new ways to use visualization to understand complex data.","","EPHEMERA","5652375","","https://ieeexplore.ieee.org/author/37604974900","1","David S. Ebert","37604974900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","John Dill","","","https://ieeexplore.ieee.org/author/37394870000","3","David J. Kasik","37394870000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652375","xiv","https://ieeexplore.ieee.org/document/5652375/","","","","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652375","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","68","xiv","In memoriam: Illuminating our paths — James (Jim) Joseph Thomas"
"The VAST 2010 Challenge consisted of three separate datasets which we investigated with three student teams using three different tools in order to solve each Mini Challenge (MC1-3). The teams met to share findings, request supporting evidence from the other mini challenges, and raise questions for other teams to investigate further. We used CZSaw to investigate the MC1 arms dealer reports by organizing an overview before drilling down to investigate each country's activities. We used Tableau for MC2 to summarize the spread of the Drafa virus within each country and compare the times at which it occurred. We used the IMAS genomics tool for MC3 to discover the origin and initial spread of the virus.","","EPHEMERA","5653035","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37601085600","1","Dustin Dunsmuir","37601085600","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/38181028300","11","Robert Woodbury","38181028300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37086796096","2","Mahshid Z. Baraghoush","37086796096","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/38182637400","3","Victor Chen","38182637400","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37598481900","4","Minoo Erfani Joorabchi","37598481900","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37598482000","5","Mona Erfani Joorabchi","37598482000","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37601001100","6","Saba Alimadadi","37601001100","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37596074400","7","Eric Lee","37596074400","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37278563100","8","John Dill","37278563100","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/38585310400","9","Cheryl Qian","38585310400","School of Interactive Arts and Technology, Simon Fraser University","https://ieeexplore.ieee.org/author/37358198200","10","Chris D. Shaw","37358198200","2","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653035","268","https://ieeexplore.ieee.org/document/5653035/","Visual analytics","investigative analysis","information visualization","analysis process","biology and genetics","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653035","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","69","267","CZSaw, IMAS & Tableau: Collaboration among teams: VAST 2010 Grand Challenge award: Excellent student team analysis"
"In response to the 2010 VAST Grand Challenge our team developed an analytical pipeline combining manual analysis with automated entity extraction and visualization tools to gain insight into the complex source documents associated with a fictional illegal arms dealing network spanning multiple countries. This data was then integrated with data hospital records information and genetic data from the associated virus to determine the origin of the outbreak, and to identify how it was spread to various countries. Using our methodologies we surmised that a Ukrainian group served as the central mediators for a variety of deals, and that these deals culminated in a meeting that was attended by representatives from most of the identified countries in this network. One of the early attendees of these meetings was infected with this Drafa Fever virus and subsequently spread it to other attendees who then spread the disease in their respective countries upon returning home. While this scenario was fictitious, the methods developed could be applied to real-world scenarios, and with some improvements, in near real-time which could potentially allow decision makers to prevent a future pandemic.","","EPHEMERA","5653004","Noblis","https://ieeexplore.ieee.org/author/37594019600","1","C. Campbell","37594019600","Noblis","https://ieeexplore.ieee.org/author/37600934300","11","B. Pecheux","37600934300","MedStar Institute for Innovation","https://ieeexplore.ieee.org/author/37600948200","12","M. Pietrzak","37600948200","Noblis","https://ieeexplore.ieee.org/author/37598995800","13","D. Roberts","37598995800","Future Point Systems","https://ieeexplore.ieee.org/author/37586940200","14","M. Sanders","37586940200","Noblis","https://ieeexplore.ieee.org/author/37600562600","15","K. Taylor","37600562600","Noblis","https://ieeexplore.ieee.org/author/37600932100","16","D. Whitford","37600932100","Noblis","https://ieeexplore.ieee.org/author/37600932600","17","R. P. DiMassimo","37600932600","Noblis","https://ieeexplore.ieee.org/author/37602250300","2","S. Blanchard","37602250300","Noblis","https://ieeexplore.ieee.org/author/37592023800","3","S. Chin","37592023800","Centrifuge Systems","https://ieeexplore.ieee.org/author/37589020300","4","C. Henderson","37589020300","Noblis","https://ieeexplore.ieee.org/author/37585750300","5","M. Holland","37585750300","Noblis","https://ieeexplore.ieee.org/author/37605765200","6","K. Jennings","37605765200","MedStar Institute for Innovation","https://ieeexplore.ieee.org/author/37603732200","7","P. Kuehl","37603732200","Georgetown University","https://ieeexplore.ieee.org/author/37600960500","8","D. Lucey","37600960500","Noblis","https://ieeexplore.ieee.org/author/37602361800","9","M. McCoy","37602361800","Noblis","https://ieeexplore.ieee.org/author/37600935300","10","J. McCracken","37600935300","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653004","266","https://ieeexplore.ieee.org/document/5653004/","data fusion","visual analytics","link analysis","relationship graphs","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653004","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","70","265","Multi-viz data fusion VAST 2010 Grand Challenge award: Outstanding debrief"
"This paper is a case study focusing on the analytical process performed by three junior analysts using the nSpace/GeoTime tools to investigate arms dealing activities from various text records. Our integrated visual analytic applications created an environment that supported systematic use of analytical methods and helped junior analysts achieve the results that won an award for `Outstanding Analysis and Accuracy'.","","EPHEMERA","5653053","Oculus Info Inc","https://ieeexplore.ieee.org/author/37604342500","1","Pascale Proulx","37604342500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oculus Info Inc","https://ieeexplore.ieee.org/author/37599560800","2","Adeel Khamisa","37599560800","Oculus Info Inc","https://ieeexplore.ieee.org/author/37594531000","3","Rob Harper","37594531000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653053","273274","https://ieeexplore.ieee.org/document/5653053/","Visual analytics","analytic process","geo-spatial information systems","predictive analysis","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653053","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","71","273274","Integrated visual analytics workflow with GeoTime and nSpace VAST 2010 mini challenge 1 award: Outstanding Analysis and Accuracy"
"By using affordable, off-the-shelf software and novel visualization methods, characterizing the spread of a pandemic was achieved for the VAST Challenge. Dashboards of the presenting symptomatology, anomalies, and death records all contributed to creating ways for health officials better detect and analyze the spread of the disease.","","EPHEMERA","5652678","Periscopic","https://ieeexplore.ieee.org/author/37589485900","1","Kim Rees","37589485900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652678","284","https://ieeexplore.ieee.org/document/5652678/","visual analytics","data mining","data sharing","medical information systems","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652678","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","72","283","Periscopic visualizes symptomatology of pandemic: VAST 2010 Mini Challenge 2 award: Effective visualization of symptoms"
"VAST 2010 Mini Challenge 1 Award: “Effective interactive visualization of document contents”. VisWorks is a software package for text and network visual analytics. This paper introduces its visualization, analytic process and lesson learned in solving Mini-Challenge 1 of VAST 2010 contest.","","EPHEMERA","5651204","IBM Research - China","https://ieeexplore.ieee.org/author/37287511900","1","Lei Shi","37287511900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IBM Research - China","https://ieeexplore.ieee.org/author/37591269800","2","Weihong Qian","37591269800","IBM Research - China","https://ieeexplore.ieee.org/author/37396839900","3","Furu Wei","37396839900","IBM Research - China","https://ieeexplore.ieee.org/author/37597343100","4","Li Tan","37597343100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5651204","270","https://ieeexplore.ieee.org/document/5651204/","","","","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5651204","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","73","269","VisWorks text and network visual analytics"
"The VAST 2010 minichallenge 3 dataset scenario contains a set of genetic sequences from a hypothetical disease outbreak. We describe how we used AC, a plagiarism detection tool, to find the gene sequence similarity; and ManyNets, a network analysis tool, to trace back the gene-mutations and identify the characteristics of the sequences. Our analysis won the Innovative Tool Adaptation award.","","EPHEMERA","5652834","Universidad Autónoma de Madrid","https://ieeexplore.ieee.org/author/38185446800","1","Manuel Freiré","38185446800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Maryland","https://ieeexplore.ieee.org/author/37546693400","2","Awalin Sopan","37546693400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652834","288","https://ieeexplore.ieee.org/document/5652834/","H.5.2 [Graphical user Interface]: Visual Analytics-Gene Mutation","","","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652834","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","74","287","Gene similarity uncovers mutation path VAST 2010 mini challenge 3 award: Innovative tool adaptation"
"In this paper, automated medical data analysis and visualisation are discussed. The task of the VAST 2010 Mini Challenge 2 was to characterize the spread of an epidemic outbreak. The analysis should take into consideration symptoms, mortality rates and temporal patterns of the disease. Finally, the outbreak should be compared across different locations searching for anomalies. For the preprocessing and the automated analysis of the data we used the Konstanz Information Miner (KINME), which is a modular data exploration platform that enables the user to visually create dataflows, the R software for statistical computing and some selfwritten Java programs for data preprocessing. For conducting the visual investigations we applied Many Eyes and Protovis, which compose scalable and customized views for datasets of interest.","","EPHEMERA","5653071","University of Konstanz","https://ieeexplore.ieee.org/author/37601352900","1","Andrada Astefanoaie","37601352900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Konstanz","https://ieeexplore.ieee.org/author/37085934030","2","Rodica Bozianu","37085934030","University of Konstanz","https://ieeexplore.ieee.org/author/37601356300","3","Marc Broghammer","37601356300","University of Konstanz","https://ieeexplore.ieee.org/author/37601356600","4","Roland Jungnickel","37601356600","University of Konstanz","https://ieeexplore.ieee.org/author/37601356700","5","Christian Rohrdantz","37601356700","University of Konstanz","https://ieeexplore.ieee.org/author/37601355400","6","Juergen Schniertshauer","37601355400","University of Konstanz","https://ieeexplore.ieee.org/author/37601354600","7","David Spretke","37601354600","IBM Haifa Research Lab Israel","https://ieeexplore.ieee.org/author/37392085400","8","Peter Bak","37392085400","","","","","","","","","","","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5653071","278","https://ieeexplore.ieee.org/document/5653071/","","","","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5653071","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","75","277","Visual analytics of a pandemic spread: VAST 2010 Mini Challenge 2 award: Thorough description of analytic process"
"Given a set of hospital admittance and death records, the challenge was to characterize the spread of a pandemic in terms of the attack and mortality rates, spatiotemporal patterns of onset and the recovery time. We began the analysis by preprocessing the hospital admittance records using the University of Pittsburgh's CoCo classifier. CoCo is a text classification software that takes hospital admittance fields and classifies them into chief complaint categories (Botulinic, Constitutional, Gastrointestinal, Hemorrhagic, Neurological, Rash, Respiratory, and Other). The choice of the CoCo classifier was based on its online availability as well as its well documented classification performance metrics, see. Once the data was classified, we utilized and extended work done by the Purdue University Visual Analytics Center on healthcare analysis. Our system consists of a combination of linked views, showing time series views of syndromes and death rates through line graph views (Figure 1 - Top), stacked graph views showing deaths (Figure 1 - Bottom), geographical map views showing the impact by country (not illustrated in this paper), and summary windows providing statistical breakdowns of the data (not illustrated in this paper). All views are linked through an interactive time slider that allows users to explore the data over time. Extensions to our previous work include the stacked graph view, summary windows, new control chart methods, and an interactive `tape measure' tool.","","EPHEMERA","5652661","Purdue Visual Analytics Center - Purdue University","https://ieeexplore.ieee.org/author/37397435000","1","Abish Malik","37397435000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Purdue Visual Analytics Center - Purdue University","https://ieeexplore.ieee.org/author/37601862300","2","Shehzad Afzal","37601862300","University of Houston - Downtown","https://ieeexplore.ieee.org/author/37845855700","3","Erin Hodgess","37845855700","Purdue Visual Analytics Center - Purdue University","https://ieeexplore.ieee.org/author/37282598900","4","David S. Ebert","37282598900","Purdue Visual Analytics Center - Purdue University","https://ieeexplore.ieee.org/author/37396008400","5","Ross Maciejewski","37396008400","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5652661","282","https://ieeexplore.ieee.org/document/5652661/","","","","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5652661","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","76","281","VACCINATED — Visual analytics for characterizing a pandemic spread VAST 2010 Mini Challenge 2 award: Support for future detection"
"This summarizes the approach used by the author to gain insights from the genetic sequence data of a virus outbreak. The objective is to create visualizations that help discover the origin of the outbreak and identify mutations that worsen disease characteristics. The author employs simple statistical methods to achieve the same. This exercise was done for the VAST 2010 Mini-challenge 3.","","EPHEMERA","5651430","BFS Innovation, Cognizant Technology Solutions Pune, India","https://ieeexplore.ieee.org/author/37586549100","1","Harshawardhan Nene","37586549100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5651430","290","https://ieeexplore.ieee.org/document/5651430/","VAST challenge","visualization","genetic sequence","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5651430","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","77","289","A statistical approach to measuring alignment of genetic sequences and determining critical mutations in a viral gene sequence: VAST 2010 Mini challenge 3 award: Innovative visualization"
"Our visual analytics tool GeneTracer, developed for the VAST 2010 genetic sequence mini challenge, visualizes gene sequences of current outbreaks and native sequences along with disease characteristics. We successfully used GeneTracer in combination with data mining techniques to solve the challenge.","","EPHEMERA","5651434","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37599320600","1","Hanseung Lee","37599320600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37602784600","2","Jaegul Choo","37602784600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37428446300","3","Carsten Go̅rg","37428446300","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37587665400","4","Jaeeun Shim","37587665400","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37592890600","5","Jaeyeon Kihm","37592890600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37592993600","6","Zhicheng Liu","37592993600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37277119500","7","Haesun Park","37277119500","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37267736900","8","John Stasko","37267736900","","","","","","","","","","","0","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5651434","292","https://ieeexplore.ieee.org/document/5651434/","VAST challenge","visual analytics","gene sequence analysis","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5651434","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","78","291","GeneTracer: Gene sequence analysis of disease mutations VAST 2010 mini challenge 3 award: Excellent process explanation"
"In the 2005 publication ""Illuminating the Path"" visual analytics was defined as ""the science of analytical reasoning facilitated by interactive visual interfaces."" A lot of work has been done in visual analytics over the intervening five years. While visual analytics started in the United States with a focus on security, it is now a worldwide research agenda with a broad range of application domains. This is evidenced by efforts like the European VisMaster program and the upcoming Visual Analytics and Knowledge Discovery (VAKD) workshop, just to name two.There are still questions concerning where and how visual analytics fits in the large body of research and applications represented by the VisWeek community. This panel will present distinct viewpoints on what visual analytics is and its role in understanding complex information in a complex world. The goal of this panel is to engender discussion from the audience on the emergence and continued advancement of visual analytics and its role relative to fields of related research. Four distinguished panelists will provide their perspective on visual analytics focusing on what it is, what it should be, and thoughts about a development path between these two states. The purpose of the presentations is not to give a critical review of the literature but rather to give a review on the field and to provide a contextual perspective based on the panelists' years of experience and accumulated knowledge.","","EPHEMERA","5649078","Pacific Northwest National Laboratory","","1","Richard May","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stanford University","","2","Pat Hanrahan","","University of Konstanz","","3","Daniel A. Keim","","University of Maryland","","4","Ben Shneiderman","","PARC and Stanford University","","5","Stuart Card","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","25-26 Oct. 2010","Salt Lake City, UT, USA","Conferences","10.1109/VAST.2010.5649078","259","","","","","","","","","","","","","","","","5649053","978-1-4244-9488-0","Print ISBN","New-2005","978-1-4244-9488-0","Electronic ISBN","New-2005","978-1-4244-9487-3","10EX4986","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5649078","25-26 Oct. 2010","5638583","2010 IEEE Symposium on Visual Analytics Science and Technology","2010","IEEE","79","257","The state of visual analytics: Views on what visual analytics is and where it is going"
