"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title" 
"Vorticity is the quantity used to describe the creation, transformation and extinction of vortices. It is present not only in vortices but also in shear flow. Especially in ducted flows, most of the overall vorticity is usually contained in the boundary layer. When a vortex develops from the boundary layer, this can be described by transport of vorticity. For a better understanding of a flow it is therefore of interest to examine vorticity in all of its different roles. The goal of this application study was not primarily the visualization of vortices but of vorticity distribution and its role in vortex phenomena. The underlying industrial case is a design optimization for a Pelton turbine. An important industrial objective is to improve the quality of the water jets driving the runner. Jet quality is affected mostly by vortices originating in the distributor ring. For a better understanding of this interrelation, it is crucial to not only visualize these vortices but also to analyze the mechanisms of their creation. We used various techniques for the visualization of vorticity, including field lines and modified isosurfaces. For field line based visualization, we extended the image-guided streamline placement algorithm of Turk and Banks to data-guided field line placement on three-dimensional unstructured grids.","https://ieeexplore.ieee.org/document/1372195/","LOCKED","1372195","Comput. Sci. Dept., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282541900","1","F. Sadlo","37282541900","Comput. Sci. Dept., Eidgenossische Tech. Hochschule, Zurich, Switzerland","https://ieeexplore.ieee.org/author/37282541100","2","R. Peikert","37282541100","","https://ieeexplore.ieee.org/author/37282542200","3","E. Parkinson","37282542200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.128","186","https://ieeexplore.ieee.org/document/1372195/","flow visualization","feature extraction","","line placement","","","","","","","","Visualization","Design optimization","Hydraulic turbines","Shape","Application software","Isosurfaces","Streaming media","Chromium","Computer graphics","Image processing","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372195","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","104","179","Vorticity based flow analysis and visualization for Pelton turbine design optimization"
"We propose an interpolating refinement method for two- and three-dimensional scalar fields defined on hexahedral grids. Iterative fairing of the underlying contours (isosurfaces) provides the function values of new grid points. Our method can be considered as a nonlinear variational subdivision scheme for volumes. It can be applied locally for adaptive mesh refinement in regions of high geometric complexity. We use our scheme to increase the quality of low-resolution data sets and to reduce interpolation artifacts in texture-based volume rendering.","https://ieeexplore.ieee.org/document/1372229/","LOCKED","1372229","TU Kaiserslautern, Germany","https://ieeexplore.ieee.org/author/37282067000","1","M. Bertram","37282067000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.127","455","https://ieeexplore.ieee.org/document/1372229/","adaptive mesh refinement","isosurfaces","","subdivision","variational modeling","volume fairing","","","","","","Isosurfaces","Interpolation","Topology","Spline","Adaptive mesh refinement","Rendering (computer graphics)","Numerical analysis","Image processing","Smoothing methods","Piecewise linear techniques","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372229","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","105","449","Volume refinement fairing isosurfaces"
"We present an efficient algorithm to mesh the macromolecules surface model represented by the skin surface defined by Edelsbrunner. Our algorithm overcomes several challenges residing in current surface meshing methods. First, we guarantee the mesh quality with a provable lower bound of 21/spl deg/ on its minimum angle. Second, we ensure the triangulation is homeomorphic to the original surface. Third, we improve the efficiency of constructing the restricted Delaunay triangulation (RDT) of smooth surfaces. We achieve this by constructing the RDT using the advancing front method without computing the Delaunay tetrahedrization of the sample points on the surfaces. The difficulty of handling the front collision problem is tackled by employing the Morse theory. In particular, we construct the Morse-Smale complex to simplify the topological changes of the front. Our implementation results suggest that the algorithm decrease the time of generating high quality homeomorphic skin mesh from hours to a few minutes.","https://ieeexplore.ieee.org/document/1372233/","LOCKED","1372233","Sch. of Comput., Nat. Univ. of Singapore, Singapore","https://ieeexplore.ieee.org/author/37280211200","1","Ho-Lun Cheng","37280211200","Sch. of Comput., Nat. Univ. of Singapore, Singapore","https://ieeexplore.ieee.org/author/37275305400","2","Xinwei Shi","37275305400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.36","488","https://ieeexplore.ieee.org/document/1372233/","Smooth surfaces","meshing","","guaranteed quality triangulation","homeomorphism","Morse-Smale complex","","","","","","Skin","Solid modeling","Visualization","Probes","Solvents","Mesh generation","Computer graphics","Computational geometry","Biological system modeling","Atomic measurements","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372233","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","106","481","Guaranteed quality triangulation of molecular skin surfaces"
"Feature detection in flow fields is a well-researched area, but practical application is often difficult due to the numerical complexity of the algorithms preventing interactive use and due to noise in experimental or high-resolution simulation data sets. We present an integrated system that provides interactive denoising, vortex detection, and visualisation of vector data on Cartesian grids. All three major phases are implemented in such a way that the system runs completely on a modern GPU once the vector field is downloaded into graphics memory. The application aspect of our paper is twofold. First, we show how recently presented, prototypical GPU-based algorithms for filtering, numerical computation, and volume rendering can be combined into one productive system by handling all idiosyncrasies of a chosen graphics card. Second, we demonstrate that the significant speedup achieved compared to an optimized software implementation now allows interactive exploration of characteristic structures in turbulent flow fields.","https://ieeexplore.ieee.org/document/1372197/","LOCKED","1372197","Inst. of Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37267809900","1","S. Stegmaier","37267809900","Inst. of Visualization & Interactive Syst., Stuttgart Univ., Germany","https://ieeexplore.ieee.org/author/37085368197","2","T. Ertl","37085368197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.3","202","https://ieeexplore.ieee.org/document/1372197/","Features in Volume Data Sets","Flow Visualization","","Hardware Acceleration","3D Vector Field Visualization","","","","","","","Data visualization","Noise reduction","Filtering","Computer graphics","Band pass filters","Data mining","Computer vision","Computational modeling","Numerical simulation","Analytical models","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372197","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","107","195","A graphics hardware-based vortex detection and visualization system"
"Presents the welcome message from the conference proceedings.","https://ieeexplore.ieee.org/document/1372164/","EPHEMERA","1372164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.83","xii","https://ieeexplore.ieee.org/document/1372164/","","","","","","","","","","","","","","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372164","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","108","xi","Preface"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/1372166/","EPHEMERA","1372166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.17","xiv","","","","","","","","","","","","","","","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372166","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","109","xiv","Conference Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/1372168/","EPHEMERA","1372168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.84","xv","","","","","","","","","","","","","","","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372168","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","110","xv","Program Committee"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/1372165/","EPHEMERA","1372165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.44","xiii","","","","","","","","","","","","","","","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372165","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","111","xiii","IEEE Visualization and Graphics Technical Committee (VGTC)"
"Provides a listing of current committee members.","https://ieeexplore.ieee.org/document/1372167/","EPHEMERA","1372167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.97","xiv","","","","","","","","","","","","","","","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372167","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","112","xiv","Steering Committee"
"The conference offers a note of thanks and lists its reviewers.","","EPHEMERA","1372170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.93","xvii","","","","","","","","","","","","","IEEE","","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372170","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","113","xvi","list-reviewer"
"Lists the contents of all IEEE Visualization conferences from 1990-2004.","","EPHEMERA","1372247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-15 Oct. 2004","Austin, TX, USA","Conferences","10.1109/VISUAL.2004.45","589","","","","","","","","","","","","","Bibliographies","Indexes","","","","","","","","","29999","0-7803-8788-0","Print ISBN","Historical","0-7803-8788-0","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1372247","10-15 Oct. 2004","9449","IEEE Visualization 2004","2004","IEEE","114","577","Cumulative Index: IEEE Visualization research papers (1990-2004)"
