Authors
Gina Venolia
Rushil Anirudh
Michael L. Pack
Johan Redström
Wei Qiao
Matthew Hoffman 0001
Fenjin Ye
Britta Weber
Alexandre Ancel
Louise Barrett
Saad Nadeem
Stefan Gumhold
Andreas Thom 0002
Bruno Pinaud
Chuan-Kai Yang
Jing Su
Seth Walker
Peter J. Polack Jr.
João Luiz Dihl Comba
Qiusheng Li
James T. Enns
Vasily Strela
Roel Vliegen
Daniel R. Bekins
Victor M. Calo
Eric E. Monson
A. James Stewart
David Scott Warren
Dmitriy Morozov
Sadia Rubab
Blair Lyons
Anand Agarawala
Malcolm Wallace
Shengjie Gao
Bon Adriel Aseniero
Ashok Jallepalli
Stephen G. Turney
R. Manley
Ulrich Bartling
Kesheng Wu
Martin Wattenberg
Tarek K. Alameldin
Steve Kelling
Caixia Zhang
Hongtao Hao 0002
Shyh-Kuang Ueng
Wolfgang Stuerzlinger
Greg Ross
Jonathas Costa
Dirk Streeb
David Joseph Wrisley
Brent M. Dennis
Antonios Somarakis
Ricardo S. Avila
Stefan Zachow
Joseph Marino
Wai Tong
Zhong Su
Fritz Lekschas
Ulf Tiede
Raoul Hopf
Cynthia Bruyns
Tran Minh Quan
Howard D. White
Mayya Komisarchik
Brianne E. Sherman
Thom Grace
Ranko Miklin
Richard Lobb
Zhida Sun
Robert B. Jerard
Friedrich W. von Henke
Michael Oppermann
Ketan Mehta
Lionel M. Ni
Jibonananda Sanyal
Sixiao Yang
Kalpit Desai
Senthil K. Chandrasegaran
Lincan Zou
Laura A. Garrison
Bryan Heer
Robert C. Zeleznik
Rafael Wiemker
Nazanin Kadivar
Louise H. Kellogg
Corentin Kervadec
Luciano Floridi
Roch Guerin
Boyan Zheng
Marty Brady
Sunil Hadap
Christoph Schulz 0001
Eric T. Ahrens
Hang Su 0006
Carsten Dachsbacher
Fei Wang 0016
Lyn Bartram
Jack Gundrum
Emden R. Gansner
Othmar Lehmann
Henrik Weimer
Eugene Lengerich
Elliot Fishman
Ovidiu Ancuta
Boyang Gao
Jay Summet
Heather Lipford
Frank Grave
Kurt Severance
Ying-Huey Fua
Shiry Ginosar
Nick Cramer
Dominik Jäckle
William Yurcik
Ivan Viola
Kuang-chih Lee
Runlin Li
Christopher Burns
Antonello Moneta
Wenchao Wu
Dongming Han
Paul D. Morris
Markus Merz
Ketan R. Bulsara
Alexander Bock 0002
Saeed Boorboor
Jasmina Orman
Daniel Engel
Jaeyeon Kihm
Yanlai Chen
Alexandru Romosan
Graham J. Wills
Xinlong Zhang
Anthony K. H. Tung
Wagner Toledo Corrêa
B. L. William Wong
Carey L. Williamson
Rae Kyoung Lee
Eric Delson
Andreas König 0002
Susanne Schnell
Beth Yost
Mikael Vejdemo-Johansson
John S. Rowlan
Steven Bergner
Konstantin Baumann
Thomas Höllt
Seyedkoosha Mirhosseini
Roni Yagel
Aditya Johri
Xiaomeng Fan
Brendan Moyle
Noa Fish
Wolf Spindler
Jan Moorman
M. Gao
Xiaotong Liu
Yuan Tian
Jeroen van der Zijp
Kaichi Zhou
Vasily Volkov
Polo Chau
Yalong Yang 0001
Jerry Alan Fails
James Scott-Brown
Chris Muelder
Todd Gamblin
Fred L. Wefer
Christine Nothelfer
Thad Starner
Carol Readhead
Hugues Hoppe
Masahiko Itoh
Andrew S. Glassner
Ryan Russell
Vern Crow
Thomas Seidl 0001
Margit Pohl
Eitan Bachmant
Jennifer L. Gardy
Harald F. Mayer
G. D. Abrams
Sagar Buch
Jiexun Li
Maxime Cordeil
Paul E. Keel
Neil W. Ashton
Haoxuan Wang
Nico T. Mutters
Zhuming Ai
Zhenhua Xu
Jeff Lichtman
Luhao Ge
Dilip Krishnan
Maarten H. Everts
Nicole Sultanum
Tinghao Feng
Dieter Hönigmann
Matei Mancas
Yingcai Wu
Alan Larson
Yuki Asano
Tin Kam Ho
Palmyra Catravas
Lok M. Hwa
Shilpika
Kaiyuan Zhang 0002
Martin Mladenov
Edward R. van Selow
Xiaoming Liu 0002
Alexander Mordvintsev
Ankush Kumar
Haipeng Zeng
Hasan Davulcu
Johann Kastner
André Skupin
Thomas C. Sprenger
Sungbok Shin
Michael Knapp
Mark Gray
Wilfrid Lefer
Francisco M. Fatore
Martin Eisemann
Jean-Pierre Jessel
J. McLeod
Ming Dong 0001
Hui Fang 0003
Kristine Recktenwald
Nancy L. Green
Ran Zhou 0003
Mark Needels
Thomas Schultz 0001
Anna Gogolou
Rongjian Lan
Daniela Petrelli
Ratul Mahajan
Martin Haidacher
Hans-Heino Ehricke
Yaser Yacoob
Mark C. Price
Shreeraj Jadhav
Phoebe Moh
Dan R. Lipsa
Sebastian Ley
Anshul Vikram Pandey
E. Grawlinksi
Christian Posse
Sandeep Prabhakar
Russell E. Jacobs
Derek W. S. Gray
Steven R. Gomez
Chengwei Feng
M. Yousuff Hussaini
Yea-Seul Kim
Guido Granato
Shuyue Zhou
Astrid E. Visser
Christian H. Bischof
Moritz Ehlke
René Pompl
Patrick Köthur
Simone Lenti
Jiaxi Hu
Ashley D. Spear
Christopher Andrews
Julia Docampo-Sánchez
Fuling Sun
Oliver Beuing
Graham Johnson
Wolfgang Straßer
Doug Kimelman
Felix Raith
E. E. Flaco
Xuejun Hao
Ching-Shan Chou
Penny Rheingans
Hans Drevermann
Takashi Onoda
Sven Bachthaler
Yonggang Fang
Rony Goldenthal
Philip J. Smith
Stephen A. Linton
Trevor Kennedy
Eugene Stanley
Anna Pia Lohfink
Zhitao Hou
Ievgeniia Gutenko
Angela H. DePace
Marek Teichmann
Yuan Chen 0001
James Harrison
Daniel Ha
Boonthanome Nouanesengsy
Nils Lichtenberg
Massimiliano Corsini
Markus Wagner 0008
Caleb Robinson
Harald Garcke
Marc P. Persoon
Simon Breslav
Xuexiang Xie
Jonathan Larson
Michael Bostock
Alfred Inselberg
Aditeya Pandey
Phillip Isola
John A. Peterson
Raphael Fuchs
Shaun J. Canavan
Helwig Hauser
C. Charles Law
Bernice E. Rogowitz
Michael Burch
Hongwei Li
Zoë J. Wood
Michal Marcinkowski
Steffen A. Bass
Leonid Ulitsky
Oded Nov
William H. Warren
James S. Painter
Erich P. Stuntebeck
Shaul Dar
Cindy Starr
Derek Swingley
Christian Godenschwager
D. A. Storchak
Zhuochen Jin
Fernando Grinstein
Lawrence D. Bergman
Tarik Crnovrsanin
Markus Jakobsson
Gosia Migut
Eunyee Koh
Helmut Doleisch
A. Dalpke
Z. C. Zheng
Neng Shi
Edwin de Jonge
Suzanne Mason
Stephen Mann
Jamal Paden
Thinh P. Q. Nguyen
Soumya Dutta
Yang Ouyang
Barbara Mones-Hattal
J. A. Baca
Kun-Ting Chen
Guoliang Li 0001
Chao Wang 0063
David L. Kao
Frederik Seiffert
Jiazhi Xia
Joe Bruce
Scott Maxwell
Eric J. Rawdon
Vivek Kothari
Jiaxin Shi
Ellen Isaacs
Jianbo Peng
Adrian Maries
Shigeo Takahashi
Minoo Erfani Joorabchi
Çagatay Demiralp
David Groß
Michael Wadlé
Ludovic Autin
Darren Treanor
Suyog Dott Jain
Pasindu Tennakoon
Andrew Cunningham
Kristina Santilli
Stefanie Hahmann
Ho-Lun Cheng
Sylvie Ranwez
Michael Hofmann 0010
Ernst Gschwind
Kresimir Matkovic
Carmen Hull
Kamkwai Wong
Michael McKenna
Gregorio Palmas
Danyel Fisher
Xue D. Yang
Jonathan A. Schwabish
Ramik Sadana
Michael Mock
Karrie Karahalios
Jonathan W. Decker
Michael Halle
Jim Jeffers
Ellen Longmire
Laurent Saroul
Anqi Cao
Sung-Eui Yoon
Wolfgang Kollmann
Fabio Dias
Gerald Gainant
David C. Thompson 0001
Gyorgy Fekete
T. Lasinski
Chris Gale
Eric C. Alexander
Robert A. Bridges
Yang Xi
Purna Doddapaneni
Zicheng Liao
Aditya G. Parameswaran
Blake Nelson
Michael Brasher
Peter Xenopoulos
Robert H. Wolfe
Aarthy Sankari Bhaskar
Yang Liu 0014
Maarten Löffler
Dong Sun 0001
John A. Greenfield
Larry Brumbaugh
Yongqun He
Mary Jean Harrold
Elizabeth Nanthakumar
Marc H. Brown
Bob Brown
Michael Sprenger
Philip Peterson
Ulrik Brandes
Yi Li
Rachna Dhamija
Brian Horst
A. J. S. Wilson
Peer-Timo Bremer
Nahum D. Gershon
Yves Chiricota
Sasha Schriber
Mohammad H. Ghavamnia
Bonan Li
Johnny Rodgers
Torsten Möller
Jian Ma 0004
Philippe P. Pébay
Nico Pietroni
Alberto Jaspe Villanueva
Christoph M. Hoffmann
Bridger Herman
Rongwen Zhao
Sietse J. Luk
Tino Ebbers
Marc Stamminger
Kevin J. Lande
Xuan Zhong
Pichet Thiansathaporn
Bin Wang 0021
Chris Shaw 0002
Orland Hoeber
Stephanie Dudzic
Trung-Tien Phan-Quang
Michael Witmore
Morgan Leborgne
Michael Farrugia
Amit Goel
Rena A. Haynes
Christian Lauterbach
Greg Eisenhauer
Insoo Woo
Ren Liu
Geraldine E. Rosario
Aaron Burgman
Raja R. Sambasivan
John Sharko
Alan Gay
Andrew H. Crabb
Leandro A. F. Fernandes
David A. Rabenhorst
Stephen Curial
Jan C. van Gemert
Tino Gruse
Caitlyn M. McColeman
William Sandberg
Michael Sedlmair
Gemma Sanderson
Dominik Sacha
Devin Lange
Daniel Fleischer
Ying Xin Wu
Jiacheng Yu
Harris A. Lewin
Deryck W. Holdsworth
Calvin Yau
R. Mark Adams
Scott Barlowe
Wolfgang Herzner
David A. Duce
Hao Dong 0008
Gareth Smith
Deborah N. Huntzinger
Fred Hohman
Marco Lanzagorta
Purvi Saraiya
Jacob Ritchie
John G. Hagedorn
Jörg Bernhardt
Marc Hellmuth
Mark S. Smith
Ugur Güdükbay
Roger Beecham
Rafael Messias Martins
Roland Heilmann
M. S. Tignor
Robert A. Cross
António M. Baptista
Rüdiger Schernthaner
James Davey
Rolf Ernst
Manfred Hanfler
Robert P. Bosch Jr.
Jia Zeng
Jimeng Sun 0001
Allan Hanbury
Louis Eveillard
Yifan Wang
Bruno Lévy 0001
Olaf Kolditz
Marco Angelini
Maria C. Velez
Nelson L. Max
Giuseppe Di Battista
Stephen G. Kobourov
Zexian Chen
Zhe Fan
Tobias Klein
Christoph Kubisch
Albert J. Sinusas
Robert Rohling
Shalini Venkataraman
Arvind Satyanarayan
Boudewijn P. F. Lelieveldt
Wei Zeng 0004
Murray Wolinsky
Trevor M. O'Brien
Pedro A. Szekely
Bob Fields
Jun Zhu
Frank van Ham
Franz Sauer
Christoph M. Bösch
John P. Clyne
Nicolas Schunck
Dachywan Wu
Udeepta Bordoloi
Xingbo Wang 0001
Ulrich Lang 0002
Zhao Zhang
Abhinav Bhatele
Marlene Baumgart
Zhaohua Ding
Paul Mackerras
Hualin Zhou
Tyler Estro
Chenyang Ji
Massimiliano Tuveri
Sergey V. Matveyev
Falko Kuester
Alexis Pister
Rebecca Kehlbeck
Ruizhi Shi
James O'Brien
Noëlle Rakotondravony
George Sugihara
Youfeng Hao
Duanjun Lu
Del Lamb
Mingliang Xu
Yongxian Zhang
Todd Evans
Hammad Haleem
Rahul Kanna
Jon D. Genetti
Nicolas Heulot
Marc Rautenhaus
Jennifer L. Horsman
Marcel van 't Veer
Haolin Zhi
Kevin W. Kurtz
Yu-Shuen Wang
Hansjörg Schmauder
Florian Sobieczky
Bob McGrew
Chittayong Surakitbanharn
Zsolt Fekete
Amira Chalbi
Maoyuan Sun
Hiroko Miyamura
William W. Hargrove
Jean-François Gagnon
Atul Nayak
Dajian Liu
Mark Vaudin
Matthias Zeppelzauer
Heinz-Otto Peitgen
Wenli Cai
Yong Joo Kil
Brian Johnson
Fangzhou Guo
Yi Chen 0007
Alvitta Ottley
Donna J. Cox
Wei Zhang
Steven Mark Drucker
danah boyd
Sean Follmer
Cindy Xiong
Alan J. Wallcraft
Jan-Tobias Sohns
Rob King
Jing Xia
Herbert Edelsbrunner
Winston H. Hsu
Xiaoming Wei
Ralf Klein
Goran Todorovic
Renato Pajarola
Pratheeksha Nair
Kyle Smith
Jennifer Frazier
Zeqing Yuan
Noura Faraj
Matthew M. McKeon
Michael Glueck
Eduardo M. Bringa
Ye Zhao 0004
Jane Wilhelms
Shimon Slavin
Pere-Pau Vázquez
Myroslav Bachynskyi
Richard E. Parent
Fraser Anderson
Holger Last
C. Thornborrow
Sujin Jang
Mark Newman
Young-Ho Kim
Fahai Zhong
Leixian Shen
Kirk L. Duffin
Andrew W. Appel
A. Mankofsky
Tony Stone
Yan Lyu
Won-Dong Jang
Guoli Yan
Elisa De Llano
John Keyser
Jing Hua 0001
Meng-Chieh Lee
Gábor Szücs
Wolfgang Gatterbauer
Sarah Nason
Ilari Shafer
Raymond Muzzy
Christopher Richard Wren
Gregory D. Abowd
Clifford A. Shaffer
Jimmy Moore
Kyle Koh
Carolina Nobre
Gerald W. Edgar
Mikkel Rønne Jakobsen
Konstantinos Efstathiou 0001
Takaharu Miyoshi
Renben Shu
Jean-Jaques Hublin
Maxim Lazarov
Tova Milo
Issei Fujishiro
Jinzhu Gao
J. Burnetti
Sondre H. Eliasson
Ziheng Guo
William Wright
Antonio Fernandez
Carla S. Williams
Kevin Beason
Varun Jain
Klaus Mueller 0001
Brian A. Wandell
Sheng-Chuan Wang
Howard Neely
Timothy E. Goldsmith
Daniel Fink 0002
Nick S. Drew
Sumeet Tandon
Rémy Vieux
Michael J. McGuffin
Andrew Lumsdaine
Li Tan
Theodoros Damoulas
Ugo Varetto
Donald P. Dione
Deyong Hu
Dominik Fleischmann
Kil-Su Eo
Bernard Dimsdale
Tan Tang
Kevin Verbeek
David Trimm
Christian Schulte zu Berge
Rebecca Dreezer
Yingmei Lavin
Levente Sipeki
Denis Laurendeau
Scott Wehrwein
Ravi Samtaney
Mark Janus
Annette Haworth
Xiping Dai
Carl F. Cerco
Lawrence Roy
Gordon Clapworthy
Jan Friedrich
Janet Wiles
Yuchen Zhang
Denis M. Larkin
Eben Myers
Eleanor Boyle Chlan
Gitta Domik
Joseph Fall
Dörte Becher
Mengtian Guo
Patrick Chiu
Thomas A. Foley
Tomihisa Welsh
Henry Fuchs
David Parker
Wei Li 0004
Dave Roy
Thomas Dang
Philip C. Hsu
Dorothea Welte
Johannes Behr
Taosong He
Sara Ann Wylie
Hans J. W. Spoelder
Stephen Few
Astri J. Lundervold
Xiuwen Liu
Magnus Strengert
Jarrett Johnson
Mathias Kanzler
Kai Fischbach
Bing Wang 0007
Arthur G. Erdman
Philipp Schlegel
Christoph Haider
Yedendra Babu Shrinivasan
Scott Nations
Mohamed Yakout
Hiroshi Sato
Aditi Mishra
