"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"The Middlesex Spatial Interactive Visualisation Environment (M-Sieve) is a spatiotemporal visual analytics tool for exploring computer network activity. M-Sieve allows the user to filter and visualize data through facets to explore and find patterns. To help guide exploration, we developed a set of rules which are used to derive a variable we call the ‘Concern Level Assessment’ (CLA). The CLA is based on attributes of nodes on the network. The rules were developed by eliciting inferences from network security domain experts. The combination of M-Sieve and the CLA allowed us to address the problem presented by the VAST 2012 Competition — Mini Challenge 1.","","EPHEMERA","6400524","Middlesex University","https://ieeexplore.ieee.org/author/37086635381","1","S. Choudhury","37086635381","Middlesex University","https://ieeexplore.ieee.org/author/37086733270","11","L. Slabbert","37086733270","Middlesex University","https://ieeexplore.ieee.org/author/37671157600","12","M. Aiash","37671157600","Middlesex University","https://ieeexplore.ieee.org/author/37282352500","13","A. Lasebae","37282352500","Middlesex University","https://ieeexplore.ieee.org/author/37085424956","2","N. Kodagoda","37085424956","Middlesex University","https://ieeexplore.ieee.org/author/38490354300","3","P. Nguyen","38490354300","Middlesex University","https://ieeexplore.ieee.org/author/38488869200","4","C. Rooney","38488869200","Middlesex University","https://ieeexplore.ieee.org/author/37283298600","5","S. Attfield","37283298600","Middlesex University","https://ieeexplore.ieee.org/author/37086733858","6","K. Xu","37086733858","Middlesex University","https://ieeexplore.ieee.org/author/37077674800","7","Y. Zheng","37077674800","Middlesex University","https://ieeexplore.ieee.org/author/37549700100","8","B. L. W. Wong","37549700100","Middlesex University","https://ieeexplore.ieee.org/author/37086733362","9","R. Chen","37086733362","Middlesex University","https://ieeexplore.ieee.org/author/37296782700","10","G. Mapp","37296782700","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400524","266","https://ieeexplore.ieee.org/document/6400524/","Visual Analytics","Information Visualisation","Network Security","Human Factors","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400524","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","68","265","M-Sieve: A visualisation tool for supporting network security analysts: VAST 2012 Mini Challenge 1 award: “Subject matter expert's award”"
"BusinessForensics develops solutions for enterprise risk and fraud management. We entered the challenge to develop a generic visualization of worldwide equipment states in time critical scenarios. HeadQuarters, our main product, has earned a ‘good visualization award’.","","EPHEMERA","6400526","BusinessForensics Netherlands","https://ieeexplore.ieee.org/author/37086751405","1","Robert Pabst","37086751405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400526","262","https://ieeexplore.ieee.org/document/6400526/","Enterprise investigation and decision support","Event profiling","Visualization","Configuration Management","Risk & Fraud Management","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400526","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","69","261","BusinessForensics HQ: VAST Challenge Mini Challenge 1 award: “Good visualization”"
"VAST 2012 Challenge Award: Outstanding comprehensive submission, including multiple sizes. With the reliance of businesses, public institutions and individuals on large computer networks, maintaining their security becomes essential to ensure integrity. To achieve situational awareness, we developed Banksafe, which is a scalable, distributed and web-based visualization system to analyze health monitoring data and security datasets. To handle large amounts of data a cloud-based backend database is used to store and analyze the raw data. To evaluate the effectiveness of our approach we use both VAST 2012 mini challenges. Our case studies successfully identify suspicious events, trends and patterns using multiple visualizations.","","EPHEMERA","6400528","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/38242836400","1","Fabian Fischer","38242836400","","","","","","","","","","","","","","","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/38527541800","2","Johannes Fuchs","38527541800","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37392086200","3","Florian Mansmann","37392086200","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","4","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400528","258","https://ieeexplore.ieee.org/document/6400528/","C.2.0 [Computer-Communication Networks]: General — [Security and protection]","I.3.8 [Computer Graphics]: Application —","H.5.2 [Information Interfaces and Presentation]: User Interfaces —","","","","","Awards","Data visualization","Computer networks","Security","Tools","Business","Monitoring","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400528","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","70","257","BANKSAFE: A visual situational awareness tool for large-scale computer networks"
"We briefly describe the tool submitted to VAST Challenge 2012. It was projected to monitor at a glance the health status of the network of a fictitious bank mainly focusing on machines policy status and activity flags. The tool provides traditional (line and bar graphs) and high-density (existence and percentage) visualizations to evidence trends and patterns, to spot exceptions and causality relationships. We also have provided several analytical interaction options what makes the tool flexible and effective. It is available at http://www.dcc.ufmg.br/∼yussif/VAST2012.html.","","EPHEMERA","6400509","Universidade Federal de Minas Gerais","https://ieeexplore.ieee.org/author/37086720322","1","Yussif Barcelos","37086720322","","","","","","","","","","","","","","","","Universidade Federal de Minas Gerais","https://ieeexplore.ieee.org/author/37086723294","2","Flavia Aburjaile","37086723294","Universidade Federal de Minas Gerais","https://ieeexplore.ieee.org/author/37086717446","3","Laura R. Leite","37086717446","Universidade Federal de Minas Gerais","","4","Solange T. Oliveira","","Universidade Federal de Minas Gerais","","5","Raquel C. de Melo-MinarcTi","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400509","296","https://ieeexplore.ieee.org/document/6400509/","H.1.2 [Human factors] H.5.2 [Interaction styles]","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400509","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","71","295","Combining traditional and high-density visualizations in a dashboard to network health monitoring"
"In this paper, we introduce a GPU-accelerated visual analytics tool, AVIST. By adopting the in-situ visualization architecture on the GPUs, AVIST supports real-time data analysis and visualization of massive scale datasets, such as VAST 2012 Challenge dataset. The design objective of the tool is to identify temporal patterns from large and complex data. To achieve this goal, we introduce three unique features: automatic animation, disjunctive data filters, and time-synced visualization of multiple datasets.","","EPHEMERA","6400515","Virginia Tech","https://ieeexplore.ieee.org/author/37576808300","1","Yong Cao","37576808300","","","","","","","","","","","","","","","","Virginia Tech","https://ieeexplore.ieee.org/author/37085756735","2","Reese Moore","37085756735","Virginia Tech","https://ieeexplore.ieee.org/author/38581304300","3","Peng Mi","38581304300","Virginia Tech","https://ieeexplore.ieee.org/author/37681759500","4","Alex Endert","37681759500","Virginia Tech","https://ieeexplore.ieee.org/author/37419565900","5","Chris North","37419565900","Virginia Tech","https://ieeexplore.ieee.org/author/37297982400","6","Randy Marchany","37297982400","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400515","284","https://ieeexplore.ieee.org/document/6400515/","H.5.2 [Information Interfaces And Presentation]","User Interfaces—Interaction styles (e.g. commands","menus","forms","direct manipulation)","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400515","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","72","283","Dynamic analysis of large datasets with animated and correlated views: VAST 2012 Mini Challenge # award: Honorable mention for good use of coordinated displays"
"Compressed Graph Visualization is a visual analytics method to scale the traditional node-link representation to huge graphs. This paper introduces its visualization, data processing and visual analytics process in solving Mini-Challenge 2 of VAST 2012 contest.","","EPHEMERA","6400517","State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences","https://ieeexplore.ieee.org/author/37085394737","1","Lei Shi","37085394737","","","","","","","","","","","","","","","","Department of Computer Science, Central Michigan University","https://ieeexplore.ieee.org/author/37075401000","2","Qi Liao","37075401000","Department of Computer Science, Northwestern Polytechnical University","https://ieeexplore.ieee.org/author/37086719867","3","Chunxin Yang","37086719867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400517","280","https://ieeexplore.ieee.org/document/6400517/","","","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400517","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","73","279","Investigating network traffic through compressed graph visualization: VAST 2012 Mini Challenge 2 award: “Good adaptation of graph analysis techniques”"
"The Charles River Analytics solution to the VAST 2012 MiniChallenge 1 quickly gives a user insight into the overall health of a large computer network across the entire globe while simultaneously highlighting anomalies in the data that could indicate security threats. The interface is designed to convey geospatial and more detailed information without cognitive overload and to allow the user to quickly delve into details of anomalies as they discover them. Using an in-house application framework, we designed a single, integrated display that uses innovative geospatial visualization and data analysis tools to allow users to quickly and accurately understand overall system health and anomalies with minimal cognitive load.","","EPHEMERA","6400521","Charles River Analytics Inc.","https://ieeexplore.ieee.org/author/38233451900","1","Robert F. Stark","38233451900","","","","","","","","","","","","","","","","Charles River Analytics Inc.","https://ieeexplore.ieee.org/author/37086711810","2","Arthur Wollocko","37086711810","Charles River Analytics Inc.","https://ieeexplore.ieee.org/author/37328553500","3","Michael Borys","37328553500","Charles River Analytics Inc.","https://ieeexplore.ieee.org/author/37086715093","4","Megan Kierstead","37086715093","Charles River Analytics Inc.","https://ieeexplore.ieee.org/author/37973760900","5","Michael Farry","37973760900","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400521","272","https://ieeexplore.ieee.org/document/6400521/","Big data","data visualization","decision making","geospatial displays","clustering","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400521","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","74","271","Visualizing large scale patterns and anomalies in geospatial data: VAST 2012 Mini Challenge #1 award: Honorable mention for good visual design"
"The 2012 VAST Mini-Challenge 1 presented in excess of 158 million data points for analysis. The data consisted of network events from Bank of Money, a large organization whose branches spanned the entirety of fictional BankWorld, as well as the assets generating the events. Two network event datasets were used to analyze the network's state and determine what anomalies could be affecting it. The first dataset contained snapshot data of the network at 2 PM BankWorld Mean Time (BMT). The second contained all events from across the Bank of Money organization for the span of two days. Using the CoMotion® platform, analysts determined several different causes for concern within the data, such as compromised machine statuses, missing datacenter events and anomalous events encompassing entire Regions.","","EPHEMERA","6400519","General Dynamics C4 Systems","https://ieeexplore.ieee.org/author/37086730344","1","Lya Laberge","37086730344","","","","","","","","","","","","","","","","General Dynamics C4 Systems","https://ieeexplore.ieee.org/author/37086735451","2","Sid Kaul","37086735451","General Dynamics C4 Systems","https://ieeexplore.ieee.org/author/37086729898","3","Naomi Anderson","37086729898","General Dynamics C4 Systems","https://ieeexplore.ieee.org/author/37086731094","4","Charles Agnew","37086731094","General Dynamics C4 Systems","https://ieeexplore.ieee.org/author/37086733578","5","David Goldstein","37086733578","General Dynamics C4 Systems","https://ieeexplore.ieee.org/author/37560556500","6","Jake Kolojejchick","37560556500","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400519","276","https://ieeexplore.ieee.org/document/6400519/","CoMotion","visual analytics","cyber security","information security analysis","situation awareness","big data","interaction techniques","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400519","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","75","275","Enhancing the “think loop process” with consistent interactions: VAST 2012 Mini Challenge 1 award: Honorable mention for good interaction techniques"
"OWLAP (Operative Workbench for Large-scale Analytics and Presentation) is a visual analytics tool that allows the user to browse and drill down the multidimensional data on-line with the possibility to export result into a zooming presentation framework. We address the challenges of multidimensional visualization by aiding the cognitively hard task of understanding attributes, finding patterns and outliers. We successfully solved the challenge of real time Big Data OLAP reporting by a home developed multithreaded inmemory database manager. Our additional focus is the automatic management of summary preparation that we aid by scripting the presentation framework of Prezi Inc.","","EPHEMERA","6400523","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","https://ieeexplore.ieee.org/author/38285638000","1","L. Dudás","38285638000","","","","","","","","","","","","","","","","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","https://ieeexplore.ieee.org/author/37086734509","2","Zs. Fekete","37086734509","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","","3","J. Göbölös-Szabó","","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","https://ieeexplore.ieee.org/author/37086730036","4","A. Radnai","37086730036","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","https://ieeexplore.ieee.org/author/37086731911","5","Á. Salánki","37086731911","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","https://ieeexplore.ieee.org/author/38365750800","6","A. Szabó","38365750800","Computer and Automation Research Institute (MTA SZTAKI), Hungarian Academy of Sciences","https://ieeexplore.ieee.org/author/37086735022","7","G. Szűcs","37086735022","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400523","268","https://ieeexplore.ieee.org/document/6400523/","H.2.1 [Information Systems]: Database Management — Logical Design","H.5.2 [Information Systems]: Information Interfaces and Presentation — User Interfaces","","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400523","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","76","267","OWLAP — Using OLAP approach in anomaly detection: Award: Good support for the data preparation, analysis, and presentation process"
"Our entry for the VAST 2012 Mini Challenge #1 consisted of a homegrown visual analytic tool that displays the health and policy status of a large-scale network. By putting ourselves into the shoes of an analyst, we defined key dimensions of the data, and developed visualizations for each of them. Using our tool, we were able to identify several areas of concern within the provided data. We presented our findings in a video that depicts the visual analytic interaction sequence of two analysts using the tool to explore the data set. The accompanying audio is set as an informal narrative between the two authors to increase the level of audience engagement.","","EPHEMERA","6400525","Applied Visions, Inc. - Secure Decisions division","https://ieeexplore.ieee.org/author/38234645500","1","Chris Horn","38234645500","","","","","","","","","","","","","","","","Applied Visions, Inc. - Secure Decisions division","https://ieeexplore.ieee.org/author/37086783232","2","Chris Ellsworth","37086783232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400525","264","https://ieeexplore.ieee.org/document/6400525/","Visual analytics","information visualization","VAST","multiple coordinated views","video presentation","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400525","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","77","263","Visual analytics for situation awareness of a large-scale network: VAST 2012 Mini Challenge #1 award: “Effective video presentation”"
